,Layer_0,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23,Layer_24,Layer_25,Layer_26,Layer_27,Layer_28,Layer_29,Layer_30,Layer_31
Layer_22,0.9980140502681311,0.9976346490814684,0.9963537977427172,0.9800423132309066,0.9756648996440628,0.9129529947828406,0.9044992864668906,0.8958109324335759,0.8707660690962926,0.8492379066496966,0.778980569552438,0.7588248900660328,0.734989257253261,0.7058509386630453,0.6689037809988986,0.6397396203536269,0.6182716207656579,0.5010616066610101,0.46615893151504306,0.3634946624779682,0.2951073601390376,0.20116543308522836,0.0,0.26688283290119075,0.42757312727696967,0.5676553364077325,0.6734245935978214,0.8851960397079086,1.0777624894809177,1.2769220663230014,1.599283710256353,1.3182647922408084
Layer_23,0.9982369690035133,0.9979613465817613,0.9968030520094701,0.9806786596433341,0.9767696497188446,0.9161385762017834,0.9083829901435159,0.9009234267702657,0.8779217086787305,0.8587233184498905,0.7934775390066542,0.775735330230188,0.7548013552108034,0.7298688534631971,0.6986953786022833,0.673791795505255,0.6532203178245645,0.550172852527695,0.5170578066439633,0.43490872699935157,0.3802575718712162,0.3195789628322743,0.24654785302649943,0.0,0.3056703359986992,0.4530561856321386,0.556069359097883,0.7589834917284836,0.9424714547117453,1.1346479313086526,1.4454869190070787,1.2296798062265943
Layer_24,0.9986280734474594,0.998357424132654,0.9974452231771921,0.9816030338589624,0.9783424130235902,0.9234990364796406,0.9176608654048772,0.912198525193673,0.8931608357749738,0.8768327489043727,0.8180108569763802,0.8019293152729475,0.7821164719400399,0.7591169031304867,0.7291763236442615,0.7086933356733424,0.6924277269674265,0.6007186563702317,0.5776480506864559,0.49178034992221925,0.4504275977074563,0.37924788842232476,0.3348501035173246,0.2586975338808539,0.0,0.25529016294409074,0.3693360070973317,0.54343365773522,0.7312159991772033,0.9029326234851871,1.1775542024117234,1.1142975630865637
Layer_25,0.9987765339239029,0.9985679496906509,0.9977604546671905,0.9820098218910036,0.9790461211786419,0.9275531145903442,0.9225048263184269,0.9179931034034242,0.9013502448431104,0.8868881543575009,0.8318352137404714,0.8170915960191606,0.7988344200510749,0.777938159150632,0.7503010992336039,0.7326440849722067,0.7180523387630097,0.6352385318884588,0.6163891890222767,0.5379179022919438,0.5029998719204067,0.4395763204783128,0.40670634353385415,0.35069048619485116,0.23328033391078118,0.0,0.23979323449484352,0.4131420063347625,0.6076347990957661,0.7735328130503349,1.0352144591833703,1.051417292872967
Layer_26,0.9988987974023155,0.9987239347531306,0.997966655202814,0.9822236430830491,0.9795062432613263,0.9300308459416263,0.9251280860955553,0.9210491929261241,0.9053085324317095,0.8922128725696254,0.83954394176102,0.8261563949756794,0.8094629763482927,0.7902814537945778,0.7660011688184777,0.7499461943843538,0.7364007017341039,0.6610210534981487,0.6441171674285142,0.5742126035700071,0.5414975365832826,0.48724314946312086,0.45758647309962497,0.4083786410059136,0.3200782818763984,0.22720043064628245,0.0,0.3148254619622992,0.5153148005869816,0.6826111289636704,0.9418088589214478,0.9962492998655852
Layer_27,0.9991059726520604,0.9989273597430636,0.9983080406349082,1.000344512161908,0.9983125474978235,0.9587761046552541,0.9546752487607514,0.9513501903251191,0.9382211050959907,0.9271405777610979,0.879218028569983,0.8677172336687717,0.8531431985331012,0.8370059872630382,0.8157888092924395,0.80304859526132,0.7918727012270304,0.7295026319813865,0.7170395692970595,0.6528231811074328,0.6275229229973927,0.5787041166051307,0.5548133548901376,0.5145643173330247,0.4359278662296517,0.3642420309376853,0.29484408849775545,0.0,0.34724430389622996,0.5087103751914409,0.7618056627495381,0.9323056184981906
Layer_28,0.9991775773081205,0.9990334761718762,0.9984496644927673,1.0563316469208126,1.0547624326552845,1.0362532888642106,1.0315107293640562,1.0280215758754034,1.02012256053898,1.0085623253085005,1.0442705229107812,1.0345396141260008,1.0241680624639276,1.0088762164994598,0.9901602841809966,0.9805059064420689,0.9695858875812808,0.9518772703912002,0.9416358765766916,0.8866781079310262,0.8663191407748073,0.8267389330875669,0.8076261564613267,0.7692665184842671,0.7109203089171995,0.6556824968546556,0.5991727555510844,0.4170452928709066,0.0,0.3267774213834633,0.612855703981073,0.8672006765317956
Layer_29,0.9992552766245374,0.9990912714910546,0.9985408221572076,1.0477180703559144,1.0462867412090693,1.0384586692149282,1.0343473781629433,1.0311917388761365,1.0261361527696777,1.0158906836767454,1.0352971856463258,1.0268680547027682,1.018025743482935,1.0042567014401316,0.9878260549905357,0.9797063592903738,0.9701652655242213,0.961396590009466,0.9528486717928637,0.9048752060783973,0.8882492616174652,0.8543908337800841,0.8385706077239047,0.806449196994744,0.7582911415045424,0.7136321162025426,0.6684834354730242,0.5164030935069169,0.29032147221151283,0.0,0.44520952728905705,0.8165970395863007
Layer_30,0.999525485860823,0.9997360375355151,0.9993168645272189,1.1416891742982793,1.1406712631628613,1.162703038043023,1.1579947941231006,1.1548044815305605,1.1540089060692003,1.1445538414784087,1.194907021952105,1.1881956946742427,1.181643119998685,1.1683552737708565,1.154852136932954,1.1490805991646893,1.1406254958754969,1.161634949462322,1.1562011225315316,1.1159377688760157,1.1065670080013104,1.078310863001243,1.0687543082002926,1.0464415809446237,1.0087899189323406,0.9746084884480313,0.9417845487692237,0.7559115325301324,0.5215459185775239,0.415669349814711,0.0,0.7421192784078975
Layer_31,0.9995983880528849,1.0000027322944904,0.999575331111505,1.2178396543062289,1.2175225371908303,1.32056310692349,1.3133338826489585,1.3082899401951382,1.3310969787772613,1.3261919385775691,1.6431540429445683,1.6431090121968275,1.6540312241765927,1.6488093464809983,1.6487185299933493,1.6535059655913558,1.651236249715163,1.846531024045577,1.8538166196691903,1.8592793741351166,1.872150069177395,1.8911335112909915,1.9085221277896154,1.9100519119960964,1.9714015062279042,1.9965946562069543,1.987725416916887,1.8388046486078962,1.4084177424339464,1.44184224679761,1.3764874702784782,0.0
