Model,Task,Layer,Relative_Depth,Accuracy_Drop,M1_MSE_next,M1_MSE_prev,M1_MSE_start,M1_MSE_end,M1_MSE_mean,M1_MSE_local_mean,M1_MSE_local_global_ratio,M2_Cosine_next,M2_Cosine_prev,M2_Cosine_start,M2_Cosine_end,M2_Cosine_mean,M2_Cosine_local_mean,M2_Cosine_local_global_ratio,M3_Residual_next,M3_Residual_prev,M3_Residual_start,M3_Residual_end,M3_Residual_mean,M3_Residual_local_mean,M3_Residual_local_global_ratio,M4_CKA_next,M4_CKA_prev,M4_CKA_start,M4_CKA_end,M4_CKA_mean,M4_CKA_local_mean,M4_CKA_local_global_ratio,M5_L1_next,M5_L1_prev,M5_L1_start,M5_L1_end,M5_L1_mean,M5_L1_local_mean,M5_L1_local_global_ratio,M6_L_Inf_next,M6_L_Inf_prev,M6_L_Inf_start,M6_L_Inf_end,M6_L_Inf_mean,M6_L_Inf_local_mean,M6_L_Inf_local_global_ratio,M7_Var_Ratio_next,M7_Var_Ratio_prev,M7_Var_Ratio_start,M7_Var_Ratio_end,M7_Var_Ratio_mean,M7_Var_Ratio_local_mean,M7_Var_Ratio_local_global_ratio,M8_Pearson_next,M8_Pearson_prev,M8_Pearson_start,M8_Pearson_end,M8_Pearson_mean,M8_Pearson_local_mean,M8_Pearson_local_global_ratio,M10_Router_Router_Norm_Var,M10_Router_Router_Norm_Min,M10_Router_Router_Norm_Max,M10_Router_Router_Norm_Mean,M11_SVD_Ent,M12_KL_Noise,M13_LogitLens_Logit_Lens_KL,M13_LogitLens_Top1_Match_Rate,M14_Spectral_Norm,M15_Frobenius_Norm,M16_Effective_Rank,M17_Var_Shift,M18_Outlier_IoU,M19_Attn_MLP_Ratio,M13_LogitLens,F1_Rank_Normalized_Residual,F2_Depth_Penalized_Cosine,F3_NonLinear_Depth,M11_SVD_Ent_delta1,M11_SVD_Ent_delta2,M11_SVD_Ent_rel_change,M12_KL_Noise_delta1,M12_KL_Noise_delta2,M12_KL_Noise_rel_change,M13_LogitLens_delta1,M13_LogitLens_delta2,M13_LogitLens_rel_change,M14_Spectral_Norm_delta1,M14_Spectral_Norm_delta2,M14_Spectral_Norm_rel_change,M15_Frobenius_Norm_delta1,M15_Frobenius_Norm_delta2,M15_Frobenius_Norm_rel_change,M16_Effective_Rank_delta1,M16_Effective_Rank_delta2,M16_Effective_Rank_rel_change,M17_Var_Shift_delta1,M17_Var_Shift_delta2,M17_Var_Shift_rel_change,M18_Outlier_IoU_delta1,M18_Outlier_IoU_delta2,M18_Outlier_IoU_rel_change,M19_Attn_MLP_Ratio_delta1,M19_Attn_MLP_Ratio_delta2,M19_Attn_MLP_Ratio_rel_change,F1_Rank_Normalized_Residual_delta1,F1_Rank_Normalized_Residual_delta2,F1_Rank_Normalized_Residual_rel_change,F2_Depth_Penalized_Cosine_delta1,F2_Depth_Penalized_Cosine_delta2,F2_Depth_Penalized_Cosine_rel_change,M1_MSE_start_delta1,M2_Cosine_start_delta1,M3_Residual_start_delta1,M4_CKA_start_delta1,M5_L1_start_delta1,M6_L_Inf_start_delta1,M7_Var_Ratio_start_delta1,M8_Pearson_start_delta1
gemma,csqa,4,0.12121212121212122,1.0,305.66815,51.660057,760.21405,1307549.8,296762.9966029143,332.1620934,0.0011192840657437174,0.011942744,0.008652806,0.9746297,0.081519246,0.10369478450298986,0.011728870720929001,0.11310955188379092,0.6339366,0.26061425,0.9997436,41.461956,15.61413307942857,0.51840216,0.033200828847154355,0.988075,0.99135286,0.025177002,0.9185685,0.8963406343857143,0.9882861719999999,1.1025787886708043,4694.66,4033.201,7687.1016,582709.3,145924.53701714284,4354.5408,0.029841045851585674,802.79114,341.41528,1316.7306,56191.605,21467.54669285714,684.917304,0.03190477765341763,2.5691552,0.58710027,0.0013541685,1795.0306,419.6500342185857,1.847223418,0.0044018188189481324,0.988075,0.99135286,0.025177002,0.9185685,0.8963406343857143,0.9882861719999999,1.1025787886708043,0.0,0.0,0.0,0.0,0.9499145150184632,20.70056858062744,0.0,0.0,4.863966171558086,44.5583261343149,1311.0332688551682,4.102341854095459,0.703049458026886,11.327582916388469,4.545751388824925e-16,0.031625403377124335,0.36851166,0.3481553119113957,0.0011554360389710583,-0.003568112850189098,0.001217839243460972,-6.675720243265459e-07,-1.3351440486530919e-06,-3.2248969383807946e-08,4.468334584915818e-16,4.3909178072196484e-16,57.71789016454315,-1.0981722795046291,-1.33345838693472,-0.1841910060489934,-3.8814841050368187,-7.515015382033148,-0.08013004357072318,16.27486713115991,-15.987267127403584,0.012569810019760874,2.851946869850159,3.2831739852428434,2.280836780204701,-0.09109083914756777,-0.13296950483322145,-0.11470371100883359,7.969655657861567,9.549575548662881,2.3733854381818253,-0.010408415353458544,0.008436531992171876,-0.2476200275823527,-0.21841002857142855,0.023794777196765482,-0.3721280586904874,313.79257000000007,0.0011357700000000914,-0.000136800000000048,-0.0012110099999999985,1975.5038999999997,341.4153000000001,-0.0009523685,-0.0012110099999999985
gemma,csqa,5,0.15151515151515152,0.5000000000000001,289.5384,305.66815,1954.5183,1272642.5,283716.11043771426,428.78222999999997,0.0015113073041163497,0.0056211352,0.011942744,0.98971456,0.07766831,0.10127301223428571,0.01017440564,0.1004651220998279,0.38489753,0.39547336,1.0000275,25.517925,9.509301166285713,0.405682238,0.04266162474647923,0.9943794,0.988075,0.009951047,0.92233896,0.8987179174285714,0.989838382,1.1013893922697733,5355.453,4694.66,10318.057,582339.6,145622.43718571425,5238.0908,0.035970355264139386,838.23755,802.79114,2119.5217,55388.812,20939.99787685714,868.204438,0.041461534194303665,1.8615267,0.389233,0.0005270871,698.6852,163.3416413905457,1.2591915,0.007708943593762453,0.9943794,0.988075,0.009951047,0.92233896,0.8987179174285714,0.989838382,1.1013893922697733,0.0,0.0,0.0,0.0,0.9544582962989808,20.700168991088866,0.0,0.0,4.884904366273147,45.54414367675781,1310.154536320613,1.575059799194336,0.7423926620483399,4.503034109548842,4.1688366811509974e-13,0.019477034405564485,0.30880171445783133,0.3892494720807615,0.004543781280517578,0.00338834524154652,0.004783358090311163,-0.00039958953857421875,-0.0003989219665498922,-1.930331222632642e-05,4.164290929762172e-13,4.1598225951772567e-13,916.0841791743125,0.0209381947150602,1.1191104742196893,0.0043047574708672265,0.9858175424429092,4.867301647479728,0.02212420501325152,-0.8787325345551835,-17.15359966571509,-0.0006702595238659015,-2.5272820549011232,-5.379228924751282,-0.6160583746520494,0.03934320402145386,0.13043404316902163,0.05596079133873588,-6.824548806839626,-14.794204464701194,-0.6024717591752109,-0.01214836897155985,-0.0017399536181013052,-0.38413324967570706,-0.059709945542168685,0.15870008302925986,-0.162030003452723,1194.30425,0.015084859999999978,0.0002839000000001146,-0.015225955000000001,2630.9554000000007,802.7910999999997,-0.0008270813999999999,-0.015225955000000001
gemma,csqa,6,0.18181818181818182,0.6213592233009709,216.51175,289.5384,3639.0364,1236620.5,270590.6815985714,529.68777,0.0019575240613267098,0.0026658773,0.0056211352,0.99637306,0.05659306,0.08713650281428573,0.006247746900000001,0.07170068371478205,0.24393971,0.28209466,1.0000807,18.435719,6.805322012,0.322166374,0.0473403570594566,0.9973333,0.9943794,0.0032421625,0.9434038,0.9128521625542856,0.9937586279999999,1.0886304131993252,6764.0786,5355.453,12889.4,581408.1,145132.15376,6011.6907200000005,0.04142218360475298,717.54956,838.23755,2957.7593,54550.58,20437.055746,956.509102,0.04680268595867405,1.5131016,0.5371935,0.00028314773,375.32913,87.7460642153723,1.108316004,0.01263094833822988,0.9973333,0.9943794,0.0032421625,0.9434038,0.9128521625542856,0.9937586279999999,1.0886304131993252,0.0,0.0,0.0,0.0,0.9572389125823976,20.281773567199707,0.0,0.0,4.754792855336116,46.818819779616135,1333.2034020057092,1.2892633230686188,0.8085596885681152,1.8278241142015024,1.3588947669375404e-09,0.01382813677075579,0.20081408387096772,0.4264014327112209,0.002780616283416748,-0.00176316499710083,0.0029132925914090446,-0.41839542388915874,-0.4179958343505845,-0.02021217430974942,1.3584778832694253e-09,1.358061454176449e-09,3258.6498037010065,-0.13011151093703077,-0.15104970565209097,-0.026635426444652666,1.2746761028583222,0.288858560415413,0.027987705991469047,23.04886568509619,23.927598219651372,0.017592478632196817,-0.28579647612571724,2.241485578775406,-0.18145119078774397,0.06616702651977535,0.026823822498321492,0.08912672484829454,-2.6752099953473403,4.149338811492286,-0.5940905465660282,-0.005648897634808695,0.0064994713367511545,-0.2900286315248709,-0.10798763058686361,-0.04827768504469493,-0.3496989347240491,1684.5181,0.006658500000000012,5.319999999997549e-05,-0.0067088845,2571.342999999999,838.2376000000004,-0.00024393937000000002,-0.0067088845
gemma,csqa,7,0.21212121212121213,0.31067961165048547,310.29547,216.51175,5506.4736,1206204.0,259795.78254628569,875.863924,0.0033713554370111884,0.0017540455,0.0026658773,0.9993468,0.04693252,0.08146599033714286,0.00424896476,0.05215630093318174,0.23740384,0.19830823,1.000085,14.801657,5.429331524571429,0.31590829600000003,0.05818548646589621,0.9982457,0.9973333,0.00024570478,0.9530617,0.9185234052422858,0.9957508199999999,1.08407778531595,7505.0093,6764.0786,15653.534,580687.94,144868.97848285714,7329.337579999999,0.05059287127414414,868.1802,717.54956,3675.3088,53833.027,20047.528861714283,1167.200632,0.058221671112243675,1.5082872,0.66089416,0.00018713069,248.05283,57.99086360568544,1.2899204579999999,0.02224351178400613,0.9982457,0.9973333,0.00024570478,0.9530617,0.9185234052422858,0.9957508199999999,1.08407778531595,0.0,0.0,0.0,0.0,0.9584845900535583,18.88679552078247,0.0,0.0,4.683915881010202,45.88876504164476,1338.944350022536,1.948986105918884,0.8126444430351257,4.518085384088799,1.0547005340616476e-08,0.011054721571285729,0.15036632621359222,0.4605661864718383,0.0012456774711607776,-0.0015349388122559704,0.0013013234781693583,-1.3949780464172363,-0.9765826225280776,-0.06877988464841345,9.188110573678936e-09,7.82963269040951e-09,6.761458500856272,-0.07087697432591344,0.05923453661111733,-0.014906427363364783,-0.9300547379713748,-2.204730840829697,-0.019864976143125657,5.740948016826678,-17.30791766826951,0.004306130638573213,0.6597227828502652,0.9455192589759824,0.5117052281298415,0.00408475446701051,-0.06208227205276484,0.005051889829239764,2.690261269887297,5.365471265234637,1.4718381538929175,-0.0027734151994700616,0.0028754824353386336,-0.20056318833462605,-0.0504477576573755,0.05753987292948812,-0.25121623287035233,1867.4372000000003,0.002973739999999947,4.299999999846094e-06,-0.00299645772,2764.134,717.5494999999996,-9.601703999999997e-05,-0.00299645772
gemma,csqa,8,0.24242424242424243,0.33737864077669916,1323.6907,310.29547,8305.658,1170036.2,247284.05399057147,1526.2521140000001,0.006172060387113305,0.0018656254,0.0017540455,1.0019664,0.041049838,0.07850016151142858,0.00268082618,0.03415058127567198,0.39924803,0.1933024,1.0000842,11.869957,4.330423802571429,0.343320086,0.07928094375355452,0.9981337,0.9982457,-0.0023977472,0.95894116,0.9214900205600001,0.997318808,1.0822893191090974,9805.276,7505.0093,17940.293,579887.0,144558.21258,8762.56486,0.060616167726552705,1826.3062,868.1802,4543.4893,52964.848,19625.84162571429,1566.6423399999999,0.07982548569775802,1.9395463,0.66300374,0.00012406835,164.45995,38.44815770549572,1.431652568,0.037235921131225654,0.9981337,0.9982457,-0.0023977472,0.95894116,0.9214900205600001,0.997318808,1.0822893191090974,0.0,0.0,0.0,0.0,0.962229549884796,16.613689756393434,0.0,0.0,4.743671784034143,45.356990374051605,1350.4205791766826,2.3314546041488646,0.8036779925823212,2.765168479807681,1.3670790134368004e-07,0.008789822351823896,0.1198800578761062,0.49236596391733095,0.003744959831237682,0.0024992823600769043,0.003907167491371322,-2.2731057643890367,-0.8781277179718003,-0.12035423171113269,1.2616089600306357e-07,1.1697278542938462e-07,11.961774165147945,0.05975590302394096,0.1306328773498544,0.012757680654814196,-0.5317746675931545,0.39828007037822033,-0.011588341222749432,11.476229154146722,5.735281137320044,0.008571102416581766,0.38246849822998064,-0.27725428462028456,0.19623972539796997,-0.00896645045280453,-0.01305120491981504,-0.011033669804368484,-1.752916904281118,-4.443178174168414,-0.38797781698732625,-0.002264899219461833,0.0005085159800082284,-0.2048807113645298,-0.030486268337486022,0.019961489319889475,-0.20274664617516103,2799.184399999999,0.002619599999999944,-7.999999998009599e-07,-0.00264345198,2286.759000000002,868.1805000000004,-6.306234000000001e-05,-0.00264345198
gemma,csqa,9,0.2727272727272727,0.1529126213592234,1196.8726,1323.6907,16108.846,1095764.5,222890.35331999997,3522.8089200000004,0.015805120623333332,0.0010154247,0.0018656254,1.0042508,0.034778297,0.07617195868,0.00213413234,0.02801729598352904,0.27259657,0.28667492,1.0000656,8.24812,2.9896976908571427,0.37056137399999994,0.12394610164408106,0.9989842,0.9981337,-0.004690429,0.96521425,0.9238195746954287,0.9978650379999999,1.0801514324361785,12208.219,9805.276,22589.17,577927.56,144153.08120000002,11301.0142,0.07839592540044799,1726.6895,1826.3062,6369.795,51138.54,18843.13847142857,2364.3806799999998,0.12547701029660913,1.6073539,0.51558447,6.396772e-05,84.793,19.823273295176286,1.38888656,0.07006343196952758,0.9989842,0.9981337,-0.004690429,0.96521425,0.9238195746954287,0.9978650379999999,1.0801514324361785,0.0,0.0,0.0,0.0,0.962479531764984,13.76167378425598,0.0,0.0,4.5058472615021925,47.52671813964844,1344.3387216421274,1.6571872692108154,0.7933626168966293,4.542004749140512,1.6320893969634651e-06,0.0061354477566408,0.09330762609756099,0.5222329678670935,0.0002499818801879883,-0.0034949779510496937,0.00025979443285439885,-2.8520159721374547,-0.5789102077484181,-0.17166662035686053,1.495381495619785e-06,1.3692205996167215e-06,10.93851548390342,-0.23782452253195085,-0.2975804255558918,-0.0501351133382375,2.169727765596832,2.7015024331899866,0.047836678485575046,-6.0818575345551835,-17.558086688701906,-0.004503676579235116,-0.6742673349380492,-1.0567358331680299,-0.2892045737189901,-0.010315375685691852,-0.0013489252328873214,-0.01283520984884412,1.7768362693328306,3.5297531736139485,0.6425779413833079,-0.0026543745951830957,-0.0003894753757212625,-0.3019827351382489,-0.026572431778545208,0.003913836558940814,-0.22165848306485902,7803.188,0.0022844000000001863,-1.8599999999979744e-05,-0.0022926818000000002,4648.876999999997,1826.3057,-6.010063e-05,-0.0022926818000000002
gemma,csqa,10,0.30303030303030304,0.21723300970873793,5835.1987,1196.8726,25892.02,1027843.3,202209.87546857144,8708.37156,0.04306600525726282,0.0011042356,0.0010154247,1.0032169,0.032086313,0.07560066603156129,0.001661443680929,0.021976574363231357,0.47474703,0.21500988,1.0000402,6.300834,2.2812701945714284,0.44639852199999996,0.19567981156575928,0.9988958,0.9989842,-0.0036716547,0.96790403,0.9243914057657142,0.9983382199999999,1.0799951326819588,16867.93,12208.219,27628.977,575634.5,144090.92745714285,15997.260999999999,0.11102198647973846,3847.732,1726.6895,8096.4844,49411.85,18201.796928571428,3616.6186199999997,0.19869569110084848,2.1648374,0.6221405,3.9796905e-05,52.75316,12.332861405077283,1.7028955799999999,0.13807789805866635,0.9988958,0.9989842,-0.0036716547,0.96790403,0.9243914057657142,0.9983382199999999,1.0799951326819588,0.0,0.0,0.0,0.0,0.9617001414299012,12.830387592315674,0.0,0.0,4.311910675122188,45.34392723670373,1349.111088679387,2.09583762383461,0.6830530283451081,1.1350783876420958,3.6191164355159343e-06,0.004670359652515626,0.07961265631578947,0.5504818825631803,-0.0007793903350827858,-0.001029372215270774,-0.0008097734126911726,-0.9312861919403055,1.9207297801971492,-0.06767245078907058,1.9870270385524694e-06,4.916455429326844e-07,1.217474387278891,-0.19393658638000488,0.04388793615194597,-0.043041091968871736,-2.18279090294471,-4.352518668541542,-0.04592765897554685,4.772367037259528,10.854224571814711,0.0035499736490740563,0.43865035462379476,1.112917689561844,0.26469570625695704,-0.11030958855152129,-0.09999421286582943,-0.13904056758184002,-3.406926361498416,-5.1837626308312466,-0.7500930865700024,-0.0014650881041251736,0.001189286491057922,-0.2387907390360242,-0.013694969781771524,0.012877461996773684,-0.14677224525519783,9783.174,-0.001033900000000143,-2.5400000000175282e-05,0.0010187743000000002,5039.807000000001,1726.6894000000002,-2.4170815000000003e-05,0.0010187743000000002
gemma,csqa,11,0.3333333333333333,0.30582524271844674,10348.657,5835.1987,56047.25,884955.7,164523.49942000004,10323.04054,0.06274508247388418,0.00089114904,0.0011042356,1.0015713,0.029441178,0.07534204980685714,0.001126730428,0.014954868044253613,0.4297064,0.32266927,1.000016,3.9736588,1.4531433042857147,0.372569794,0.2563888865226172,0.99910873,0.9988958,-0.0020053354,0.97055435,0.9246500048257142,0.9988729060000001,1.0802713455974131,27702.055,16867.93,35137.516,571295.25,143697.8940857143,19992.945999999996,0.13913179540456086,5107.9434,3847.732,11944.217,45564.117,16992.509380000003,4441.28536,0.26136724486538065,2.035596,0.46192846,1.8383324e-05,24.368185,5.696899601593829,1.295462972,0.22739789400714885,0.99910873,0.9988958,-0.0020053354,0.97055435,0.9246500048257142,0.9988729060000001,1.0802713455974131,0.0,0.0,0.0,0.0,0.9614575505256652,11.43570318222046,0.0,0.0,4.3904218306908245,45.37724964435284,1333.89350773738,1.589630341053009,0.7125729902982711,1.4852908062854429,1.2447154199435318e-05,0.0029789925312413692,0.06794117999999999,0.5773502691896257,-0.0002425909042360619,0.0005367994308467239,-0.00025225212494550675,-1.3946844100952145,-0.463398218154909,-0.10870165846981217,8.828037763919383e-06,6.8410107253669136e-06,2.439279841147436,0.07851115556863686,0.27244774194864174,0.01820797356067949,0.03332240764910921,2.216113310593819,0.0007348813761798301,-15.217580942006862,-19.98994797926639,-0.011279709335799026,-0.5062072827816011,-0.9448576374053959,-0.24152981940243468,0.029519961953163087,0.13982955050468437,0.04321767231555018,0.35021241864334707,3.757138780141763,0.308535888319436,-0.0016913671212742572,-0.0002262790171490836,-0.36214922342505784,-0.011671476315789478,0.002023493465982046,-0.14660327711581067,30155.23,-0.0016456000000000248,-2.419999999991873e-05,0.0016663193,7508.539000000004,3847.7326000000003,-2.1413581e-05,0.0016663193
gemma,csqa,12,0.36363636363636365,0.23543689320388345,2725.8936,10348.657,114086.02,713441.94,132456.75796,10511.88952,0.07936091507822017,0.00059455633,0.00089114904,1.0001609,0.028989255,0.075754666810306,0.000945413112142,0.012479932121270312,0.15457541,0.30118123,1.0000048,2.5007207,0.9469220777142857,0.24911225000000004,0.2630757647326592,0.9994054,0.99910873,-0.0005894811,0.9710082,0.9242374148,0.999054406,1.0809499690458215,25308.318,27702.055,51013.72,566600.5,146114.4274,24730.3114,0.16925304256436371,2568.3867,5107.9434,17052.16,40456.176,15679.038437142855,4213.658219999999,0.2687446833485519,1.3226622,0.49125665,9.0309295e-06,11.971033,2.7986397687111286,0.9253949739999999,0.33065883791664896,0.9994054,0.99910873,-0.0005894811,0.9710082,0.9242374148,0.999054406,1.0809499690458215,0.0,0.0,0.0,0.0,0.9641938209533693,11.983425617218018,0.0,0.0,4.513505761439983,47.35610771179199,1346.618919959435,1.3399092066287994,0.7297167946100235,8.469851271784536,7.061177313971712e-06,0.0018570366575707208,0.06252584411764706,0.6030226891555273,0.0027362704277040795,0.0029788613319401414,0.0028459607251594132,0.5477224349975582,1.9424068450927727,0.0478958247053074,-5.385976885463605e-06,-1.4214014649382988e-05,-0.4327074927462494,0.12308393074915891,0.04457277518052205,0.028034648035127896,1.9788580674391554,1.9455356597900462,0.04360903498886737,12.725412222054956,27.942993164061818,0.009540051097212787,-0.24972113442420962,0.2564861483573915,-0.15709383997966997,0.01714380431175233,-0.012376157641410757,0.024059015069566758,6.984560465499094,6.634348046855747,4.702486836881963,-0.0011219558736706484,0.0005694112476036088,-0.37662258696671547,-0.005415335882352934,0.006256140433436544,-0.07970623828365853,58038.770000000004,-0.0014103999999999228,-1.1200000000100019e-05,0.0014158543000000001,15876.203999999998,5107.942999999999,-9.3523945e-06,0.0014158543000000001
gemma,csqa,13,0.3939393939393939,0.22451456310679607,1542.3544,2725.8936,150900.95,634441.56,123904.38284000002,6883.12108,0.05555187736085368,0.00053960085,0.00059455633,1.0002522,0.028160334,0.07564277213916315,0.000636553774142,0.008415262261351862,0.10109924,0.13440341,1.0000042,2.0504615,0.7999294214285714,0.168414034,0.21053611640974276,0.9994601,0.9994054,-0.0006952903,0.9718345,0.9243493840142857,0.999363226,1.0811531247836066,27919.125,25308.318,55192.71,562679.25,145233.00742857144,25706.1446,0.17699932718560987,1867.8984,2568.3867,19620.547,37887.79,15165.360937142854,3242.35192,0.21379985174363042,1.1991954,0.7560509,6.8278423e-06,9.05071,2.1159140979820656,0.9575340239999999,0.4525391765481666,0.9994601,0.9994054,-0.0006952903,0.9718345,0.9243493840142857,0.999363226,1.0811531247836066,0.0,0.0,0.0,0.0,0.9658244848251344,12.010336112976074,0.0,0.0,4.1939752743794365,47.81866807204027,1361.15134371244,1.246035997867584,0.6833613879680633,6.767616782023995,6.7220085156805e-06,0.0015064169814512326,0.0570117191411043,0.6276459144608478,0.0016306638717651367,-0.0011056065559389427,0.0016912199978140752,0.02691049575805593,-0.5208119392395023,0.002245642992049879,-3.391687982912122e-07,5.046808087172393e-06,-0.048032896386854707,-0.3195304870605469,-0.4426144178097058,-0.07079430135890741,0.4625603602482755,-1.5162977071908799,0.009767702258458577,14.532423753004878,1.8070115309499215,0.01079178640490408,-0.09387320876121552,0.1558479256629941,-0.07005938036458437,-0.04635540664196014,-0.06349921095371247,-0.06352520181029064,-1.7022344897605413,-8.686794955259636,-0.2009757237923604,-0.00035061967611948824,0.0007713361975511602,-0.1888060069735784,-0.005514124976542759,-9.878909418982451e-05,-0.08818953273413666,36814.93000000001,9.130000000001637e-05,-5.999999999062311e-07,-0.00010580919999999996,4178.989999999998,2568.386999999999,-2.2030871999999994e-06,-0.00010580919999999996
gemma,csqa,14,0.42424242424242425,0.29490291262135937,2210.097,1542.3544,180957.44,580472.1,120995.32332571429,4280.08468,0.03537396787211484,0.0006534457,0.00053960085,0.99916416,0.028031707,0.0759026968101327,0.000661492350929,0.008715004473012202,0.110514134,0.09232178,1.0000008,1.7910298,0.7205393558285714,0.12878997080000001,0.17874106331521505,0.9993464,0.9994601,0.00039673853,0.9719637,0.9240891995294287,0.9993381679999999,1.0814304154052008,33016.71,27919.125,60488.547,560782.8,145844.54885714283,29361.359999999997,0.2013195572277421,2231.246,1867.8984,21488.445,36019.89,14898.518440000002,2674.3506800000005,0.17950447158689564,1.2183242,0.8338924,5.693686e-06,7.5473185,1.7644447694964571,1.03680163,0.5876078681160861,0.9993464,0.9994601,0.00039673853,0.9719637,0.9240891995294287,0.9993381679999999,1.0814304154052008,0.0,0.0,0.0,0.0,0.9656320810317992,11.298630666732787,0.0,0.0,4.117701750535232,47.04927121675932,1363.791006234976,1.1591882405281069,0.6759338719844818,6.322685033569109,1.30968316398139e-05,0.001313272921216302,0.05347088618497109,0.6513389472789296,-0.00019240379333518298,-0.0018230676651003197,-0.00019921196486338832,-0.7117054462432861,-0.7386159420013421,-0.05925774595719713,6.3748231241334e-06,6.713991922424612e-06,0.948350944403415,-0.07627352384420494,0.24325696321634194,-0.018186450528249853,-0.7693968552809451,-1.2319572155292207,-0.016089884689423517,2.6396625225361277,-11.89276123046875,0.001939286571423171,-0.08684775733947703,0.007025451421738493,-0.06969923620834773,-0.00742751598358149,0.03892789065837865,-0.010869089349146321,-0.44493174845488603,1.2573027413056552,-0.06574422914085565,-0.00019314406023493067,0.00015747561588455757,-0.12821420802682537,-0.003540832956133208,0.0019732920204095505,-0.062107107266308303,30056.48999999999,-0.0010880400000000678,-3.399999999986747e-06,0.00109202883,5295.8369999999995,1867.898000000001,-1.1341562999999995e-06,0.00109202883
gemma,csqa,15,0.45454545454545453,0.1383495145631068,2985.31,2210.097,220466.97,519568.3,121056.46186857141,4888.17128,0.04037926769499466,0.0006403923,0.0006534457,0.99932826,0.027932346,0.07598529828,0.0006937146200000001,0.00912958988874565,0.11636527,0.10012311,1.0000011,1.5351468,0.6478972605714286,0.12602801600000002,0.19451851933179662,0.99935883,0.9993464,0.00022732641,0.9720618,0.9240066676802858,0.9993059360000001,1.0814921254056105,36821.18,33016.71,68295.97,557823.4,147138.8952,33641.435,0.22863726789760327,2605.0781,2231.246,23719.691,33788.645,14707.268717142857,2875.14646,0.19549152975280318,1.2322881,0.8207996,4.6733753e-06,6.194836,1.4482555336784373,1.05010645,0.7250836781598489,0.99935883,0.9993464,0.00022732641,0.9720618,0.9240066676802858,0.9993059360000001,1.0814921254056105,0.0,0.0,0.0,0.0,0.967501938343048,10.522789525985718,0.0,0.0,4.503453502288232,46.22072894756611,1356.8895075871394,1.1062651612758636,0.6374629455804824,7.8751814194473,2.7345068201611866e-05,0.0011313720021304246,0.05036980426229508,0.674199862463242,0.0018698573112487793,0.0020622611045839623,0.0019364076111170192,-0.7758411407470689,-0.06413569450378276,-0.06866682907260813,1.4248236561797965e-05,7.873413437664565e-06,1.087914768521864,0.38575175175300025,0.4620252755972052,0.09368132398196627,-0.828542269193214,-0.05914541391226891,-0.01761009783501344,-6.901498647836661,-9.541161170372789,-0.005060525121726389,-0.052923079252243266,0.03392467808723376,-0.04565529342165553,-0.038470926403999406,-0.031043410420417916,-0.05691522203355803,1.5524963858781913,1.9974281343330773,0.2455438437365618,-0.0001819009190858773,1.1243141149053356e-05,-0.13850960919639443,-0.0031010819226760106,0.00043975103345719746,-0.0579957083925724,39509.53,0.00016410000000000036,2.9999999995311555e-07,-0.00016941211999999998,7807.4230000000025,2231.245999999999,-1.0203107000000005e-06,-0.00016941211999999998
gemma,csqa,16,0.48484848484848486,0.05703883495145637,3608.582,2985.31,271675.44,452977.56,126091.79751428573,5904.619000000001,0.04682793898097124,0.00072443485,0.0006403923,0.9981488,0.02764082,0.07617451314973459,0.0008002638881419999,0.010505664487323655,0.1152504,0.10482596,0.9999981,1.2912563,0.5855923677142858,0.125937136,0.21505938726029664,0.9992751,0.99935883,0.0014112759,0.97235453,0.92381744834,0.999199166,1.0815980654120083,43161.082,36821.18,82394.984,553482.06,151098.21785714282,39349.8534,0.26042566191749145,2835.1855,2605.0781,26324.77,31183.566,14632.837914285716,3168.48784,0.2165326957463568,1.227786,0.8114985,3.7924372e-06,5.0271006,1.1752572476182057,1.0350382,0.8806907604415403,0.9992751,0.99935883,0.0014112759,0.97235453,0.92381744834,0.999199166,1.0815980654120083,0.0,0.0,0.0,0.0,0.9677086472511292,10.02805666923523,0.0,0.0,4.117485293975244,47.14576515784631,1365.7042846679688,1.1696403341293335,0.5577055221796036,3.116376832307434,4.535509815468685e-05,0.0009454874774508332,0.047261505699481864,0.6963106238227914,0.0002067089080811657,-0.0016631484031676136,0.00021365219012903225,-0.4947328567504883,0.2811082839965806,-0.047015371307081666,1.8010029953074982e-05,3.7617933912770166e-06,0.658620772868044,-0.3859682083129874,-0.7717199600659876,-0.08570493913546007,0.9250362102802043,1.7535784794734184,0.020013449189206556,8.814777080829344,15.716275728666005,0.006496311624152762,0.06337517285346994,0.1162982521057132,0.057287506713470826,-0.07975742340087888,-0.041286496996879474,-0.12511695613656526,-4.758804587139867,-6.311300973018058,-0.6042787249812781,-0.00018588452467959142,-3.983605593714111e-06,-0.16430009256863565,-0.003108298562813215,-7.216640137204522e-06,-0.06170956207467282,51208.47,-0.001179460000000021,-2.9999999999752447e-06,0.0011839494899999999,14099.013999999996,2605.0790000000015,-8.809380999999996e-07,0.0011839494899999999
