Model,Task,Layer,Relative_Depth,Accuracy_Drop,M1_MSE_next,M1_MSE_start,M1_MSE_end,M1_MSE_mean,M2_Cosine_next,M2_Cosine_start,M2_Cosine_end,M2_Cosine_mean,M3_Residual_next,M3_Residual_start,M3_Residual_end,M3_Residual_mean,M4_CKA_next,M4_CKA_start,M4_CKA_end,M4_CKA_mean,M5_L1_next,M5_L1_start,M5_L1_end,M5_L1_mean,M6_L_Inf_next,M6_L_Inf_start,M6_L_Inf_end,M6_L_Inf_mean,M7_Var_Ratio_next,M7_Var_Ratio_start,M7_Var_Ratio_end,M7_Var_Ratio_mean,M8_Pearson_next,M8_Pearson_start,M8_Pearson_end,M8_Pearson_mean,M11_SVD_Ent,M12_KL_Noise,M13_LogitLens,M14_Spectral_Norm,M15_Frobenius_Norm,M16_Effective_Rank,M11_SVD_Ent_delta1,M11_SVD_Ent_delta2,M11_SVD_Ent_rel_change,M12_KL_Noise_delta1,M12_KL_Noise_delta2,M12_KL_Noise_rel_change,M13_LogitLens_delta1,M13_LogitLens_delta2,M13_LogitLens_rel_change,M14_Spectral_Norm_delta1,M14_Spectral_Norm_delta2,M14_Spectral_Norm_rel_change,M15_Frobenius_Norm_delta1,M15_Frobenius_Norm_delta2,M15_Frobenius_Norm_rel_change,M16_Effective_Rank_delta1,M16_Effective_Rank_delta2,M16_Effective_Rank_rel_change,M1_MSE_start_delta1,M2_Cosine_start_delta1,M3_Residual_start_delta1,M4_CKA_start_delta1,M5_L1_start_delta1,M6_L_Inf_start_delta1,M7_Var_Ratio_start_delta1,M8_Pearson_start_delta1
Qwen,siqa,17,0.7391304347826086,0.020710059171597715,0.045553648635745,1.8758968062400816,35.614263275146484,2.1922354767086603,0.0713684898614883,0.770034011542797,0.783342537432909,0.41763902258748803,0.4255477193593979,0.989280324459076,12.36770771598816,1.3292415293976665,0.9997394688129424,0.0716353708207607,0.1324446677118539,0.8015607398369659,0.1544972893297672,0.3172008058428764,3.8183177332878113,0.4272680536322295,18.422375,444.6855361328125,524.833,210.85537520345054,1.042129144191742,0.0005962242097593,18.38908441543579,1.4677753551867208,0.9286361236572266,0.2302123254537582,0.2166125093698501,0.5823833784386515,0.9644090533256532,0.0559616088867187,0.109375,4.248596436447567,35.61204577154584,1237.1760694715713,0.0002824664115907982,0.0012060999870303624,0.0002929764778034638,0.031707763671875,0.0523300170898438,1.3073293488518427,0.09375,0.078125,6.0,0.059075920118225156,0.044200973378286434,0.014100878582159249,-0.6280687699715202,-0.3928168134556742,-0.01733076117218102,-25.993517557779796,-25.062427944606952,-0.020578010921645018,-0.0822727797031404,0.011528539180755581,0.0016204155683517962,-0.1945464519560337,0.03791779607534412,22.999500000000012,2.451687143180002e-05,-0.011566261410713208
Qwen,siqa,18,0.782608695652174,0.023668639053254562,0.0553961549475789,1.953338216781616,35.23396965026856,2.224807560166034,0.0670119534730911,0.7922897475659847,0.7385606543123722,0.4331912341937423,0.4090358488559723,0.9914606353044508,10.696671813964844,1.228622501693666,0.9998696427345276,0.0730638165622949,0.137912935629487,0.7966093973654012,0.1736176649928092,0.3697193615436554,3.782189270496368,0.4566443494334817,10.7739375,444.9355361328125,525.083,211.57390905761721,1.0452918801307678,0.000572007580311,17.637803430557252,1.408127110929951,0.9329887033700944,0.2079011766016483,0.2613736809790134,0.5668226796214779,0.9693445563316344,0.0128231048583984,0.203125,4.369614203770955,35.628412407305504,1255.1039581298828,0.004935503005981223,0.004653036594390425,0.00511764483023236,-0.0431385040283203,-0.0748462677001953,-0.770858895705522,0.09375,0.0,0.8571428571428572,0.12101776732338809,0.061941847205162937,0.028484175688048285,0.016366635759666792,0.644435405731187,0.0004595814535526266,17.92788865831153,43.92140621609133,0.014490975941661155,0.07744141054153442,0.022255736023187644,0.0021803108453748443,0.0014284457415341956,0.05251855570077901,0.25,-2.4216629448299987e-05,-0.022311148852109886
Qwen,siqa,19,0.8260869565217391,0.0,0.0592583371028304,2.0406633694171905,34.71280179595947,2.2628812799869724,0.0577132278680801,0.8092218717336654,0.6881231730580329,0.45503990383694565,0.3702287449240684,0.9930638397932052,9.2976865234375,1.1565177383720873,0.999871121287346,0.0758094027638435,0.1437602787613868,0.7953355210945011,0.1804745010137558,0.4297397812008858,3.7350706915855407,0.4950240295603871,4.72069921875,443.9355361328125,524.083,211.54246813964843,1.0428080997467042,0.0005471255909651,16.865586786270143,1.3468235848959689,0.9422913501262664,0.1909204848110675,0.3118095477223396,0.5449685028282304,0.9681442379951476,0.0176315307617187,0.203125,4.39572213921282,35.47734251783954,1257.031566619873,-0.0012003183364868164,-0.00613582134246804,-0.0012382783073846548,0.004808425903320302,0.0479469299316406,0.37498140710992156,0.0,-0.09375,0.0,0.02610793544186496,-0.09490983188152313,0.00597488341632868,-0.15106988946596545,-0.16743652522563224,-0.004240152149888932,1.9276084899902344,-16.000280168321297,0.0015358158003599964,0.0873251526355745,0.01693212416768075,0.001603204488754395,0.0027455862015486054,0.06002041965723037,-1.0,-2.4881989345900053e-05,-0.016980691790580815
Qwen,siqa,20,0.8695652173913043,0.029585798816568042,0.1141031800508499,2.127153495073318,34.207130882263186,2.3102681219953425,0.0600382814407348,0.822831395149231,0.6497463682293891,0.47353488447144626,0.3836906186938286,0.9941730850934982,8.211475031852721,1.1098980226144195,0.9980818734169008,0.0766456477940082,0.1509877197146415,0.7940434523833294,0.2091459433436393,0.4865856759548187,3.688800845623017,0.5358640707309048,52.816,441.9355361328125,522.083,211.80937438964847,0.8753238784074784,0.0005245914548868,16.16597200393677,1.291299335918918,0.9399783368110656,0.1773031894862652,0.3501936355233192,0.5264684146791696,0.9700221419334412,0.0110206604003906,0.1875,4.188185185194016,35.41770598457919,1273.7936176723904,0.001877903938293568,0.0030782222747803845,0.001939694380852064,-0.006610870361328101,-0.011419296264648403,-0.37494591086109874,-0.015625,-0.015625,-0.07692307692307687,-0.20753695401880368,-0.23364488946066864,-0.047213392349674144,-0.05963653326034546,0.09143335620561999,-0.0016809752091876407,16.762051052517336,14.834442562527101,0.013334630169702155,0.08649012565612768,0.013609523415565539,0.0011092453002929936,0.0008362450301647034,0.056845894753932924,-2.0,-2.253413607829994e-05,-0.013617295324802298
Qwen,siqa,21,0.9130434782608695,0.011834319526627385,0.2174716528356075,1.8589708318710327,33.065469974517825,2.29451835887755,0.1008517199754715,0.8395024501979351,0.6036512563228608,0.5009711302655439,0.579095168709755,0.9952082135677338,7.197632323265076,1.0825247719710072,0.9981859061717988,0.0783933709263801,0.1745850784778595,0.7777673406327764,0.3151009147763252,0.5506537871360779,3.625313663482666,0.5905969513605037,21.189375,389.1195361328125,469.267,206.06306465657553,1.1334422075748445,0.0005992379297968,18.45335586929321,1.474915254623464,0.8991586207151413,0.1605542702078819,0.3962817240953445,0.49904877169554435,0.9711793661117554,0.0094966888427734,0.25,4.357400071289804,35.41320649617248,1286.081206003825,0.001157224178314209,-0.0007206797599793591,0.0011929873848113282,-0.0015239715576172014,0.005086898803710899,-0.13828314295604172,0.0625,0.078125,0.33333333333333326,0.16921488609578805,0.37675184011459173,0.04040291405785812,-0.004499488406715102,0.05513704485363036,-0.00012704065047786095,12.287588331434563,-4.474462721082773,0.009646451482374196,-0.26818266320228545,0.016671055048704142,0.0010351284742355915,0.0017477231323718978,0.06406811118125921,-52.815999999999974,7.464647490999993e-05,-0.01674891927838329
Qwen,siqa,22,0.9565217391304348,0.023668639053254562,31.39166763687134,2.10650794005394,31.39166763687134,2.5355441836801664,0.5324362369179726,0.8715675332248211,0.5324362369179726,0.5488839387136201,5.432588390350341,0.9969510740041732,5.432588390350341,1.043950721633931,0.211111734688282,0.0808204135149717,0.211111734688282,0.7698525072727351,3.4956952857971197,0.6751443217992783,3.4956952857971197,0.7047299077336987,448.0795,367.9320361328125,448.0795,204.2540503336589,16.2692188205719,0.0005287425012793,16.2692188205719,1.3012952435639744,0.4675114881396293,0.1285292536467313,0.4675114881396293,0.4511241625888894,0.9657726883888244,0.0072765350341796,0.296875,5.034863312211302,35.27528503123257,1283.0901217990452,-0.005406677722931019,-0.006563901901245228,-0.005567125817939611,-0.0022201538085937994,-0.0006961822509765981,-0.23378188391243837,0.046875,-0.015625,0.1875,0.6774632409214973,0.5082483548257093,0.15547418869917218,-0.13792146493990742,-0.13342197653319232,-0.0038946336292595696,-2.9910842047797814,-15.278672536214344,-0.0023257351019644323,0.24753710818290742,0.03206508302688593,0.0017428604364393419,0.0024270425885915964,0.12449053466320037,-21.1875,-7.049542851749998e-05,-0.032025016561150615
Qwen,siqa,23,1.0,0.0029585798816568463,0.0,34.32777639770508,0.0,33.66290631675721,0.0,0.9806467718658968,0.0,0.8140323444869911,0.0,0.9999122599363328,0.0,0.959977477212747,1.0,0.1609028330147266,1.0,0.1545799489608034,0.0,3.904084029197693,0.0,3.680224004924297,0.0,255.19856591796875,0.0,412.2353069343567,1.0,3.257453088008333e-05,1.0,0.08013447630930563,1.0,0.0193571686828509,1.0,0.18593235681396128,0.9637468457221984,0.002960205078125,0.125,6.34536239835951,33.08190737830268,1288.5255067613389,-0.0020258426666259766,0.0033808350563050427,-0.0020976392177808334,-0.0043163299560546,-0.0020961761474608005,-0.5931847968545167,-0.171875,-0.21875,-0.5789473684210527,1.3104990861482086,0.6330358452267113,0.26028493821665233,-2.1933776529298896,-2.055456187989982,-0.06217887824259627,5.4353849622937105,8.426469167073492,0.004236167725048645,32.22126845765114,0.10907923864107572,0.00296118593215966,0.0800824194997549,3.2289397073984145,-112.73347021484378,-0.0004961679703992167,-0.1091720849638804
gemma,copa,0,0.0,0.34120734908136485,4.766159057617188,0.0,750.1886596679688,709043.8695288266,0.00107342004776,-1.1920928955078125e-06,0.9968390753492712,0.06116016206386331,0.0798007040363099,0.0,1.0011696459280617,25.105607242074193,0.9978516923475844,1.000000238418593,9.235879583383846e-06,0.9081465674143018,0.3385496735572815,0.0,1.664597749710083,35.08081271017299,88.0,0.0,1328.0,34670.58823529412,0.8835023370892929,0.9999999999986642,374.9631107668859,11.11317284625748,0.9989252686500548,1.0000001192092896,0.0030390589963644,0.9388472840176237,0.9438139200210572,0.0168027896881103,0.0208445134162902,8.121435220424946,44.91180933438815,1211.4652181772085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma,copa,1,0.030303030303030304,0.05511811023622052,119.33226013183594,4.766159057617188,848.9381713867188,706665.8347401338,0.0009618401527404,0.00107342004776,0.9977575284428896,0.059167575433521545,0.3753224731785809,0.0750084457260614,1.001069232448084,23.544782397280322,0.9980752202233276,0.9978516923475844,4.493764592642237e-06,0.9120497306292618,0.6205180883407593,0.3385496735572815,1.799139380455017,35.0025700821596,528.0,88.0,1416.0,34592.94117647059,0.5314064345406048,1.131858918779993,424.40534113555714,12.57854380199697,0.9990371465682985,0.9989252686500548,0.002119850134477,0.9408399273079875,0.9314452409744264,0.017456913948059,0.0223258275985717,5.776016492110032,44.56921694828914,1236.7925602839543,-0.01236867904663086,0.0,-0.013104997483354475,0.0006541242599487004,0.0,0.03892950349855062,0.0014813141822814999,0.0,0.07106494417489428,-2.3454187283149137,0.0,-0.2887936263305184,-0.3425923860990139,0.0,-0.007628113655993252,25.327342106745846,0.0,0.020906371661956413,4.766159057617188,0.0010746121406555078,0.0750084457260614,-0.0021485460710086723,0.3385496735572815,88.0,0.13185891878132883,-0.0010748505592347302
gemma,copa,2,0.06060606060606061,0.036745406824147016,60.91596603393555,163.74441528320312,1595.9112548828125,692548.3080147014,0.001103401184082,0.0026391148567199,0.9981667023384944,0.05829569762093284,0.1954811398328062,0.3204959141822016,1.0005612439985203,16.948440563940743,0.9977938197373284,0.9947265951106524,2.926175813537237e-06,0.913761184571958,0.5060170888900757,0.8372618556022644,2.2280232906341557,34.84426673545557,392.0,616.0,1944.0,34158.117647058825,0.7077910825288819,2.129930774657938,798.6454689849303,23.670288849368372,0.998896300792694,0.997359812259674,0.0017106068553403,0.9417123079662869,0.944035530090332,0.0169327211380004,0.0068884488176554,5.726852343632625,44.80627896235539,1262.4962674654448,0.01259028911590565,0.02495896816253651,0.013516939656843752,-0.0005241928100585998,-0.0011783170700073002,-0.03002780512169989,-0.015437378780916299,-0.0169186929631978,-0.6914582992616098,-0.049164148477407466,2.2962545798375062,-0.008511774255590354,0.23706201406625382,0.5796544001652677,0.005318962959149687,25.703707181490472,0.3763650747446263,0.020782553200020093,158.97825622558594,0.0015656948089599,0.24548746845614017,-0.003125097236931995,0.4987121820449829,528.0,0.9980718558779451,-0.0015654563903808594
gemma,copa,3,0.09090909090909091,0.1259842519685039,2874.8447265625,414.15966796875,2254.07177734375,682203.4978973165,0.0056192278861999,0.0038938522338867,0.9982761228457092,0.050185491303529756,1.1297787917073907,0.428815102858505,1.0003915433943045,14.133646294971005,0.988802247506456,0.9922254389516674,2.534806184636748e-06,0.9294918127500316,1.876807451248169,1.091983199119568,2.43791937828064,34.72354719744009,2688.0,1008.0,2336.0,33858.35294117647,0.2226957087619278,3.009264777746164,1128.3632821864303,33.442479615292385,0.9943853616714478,0.996105134487152,0.001592107466422,0.9498191302854513,0.9487590789794922,0.016828987121582,0.0028835385020356,5.962138451062716,48.43981023935172,1294.7584017240083,0.004723548889160156,-0.007866740226745494,0.0050035710930373956,-0.00010373401641839905,0.0004204587936402007,-0.006126246075452091,-0.0040049103156198,0.011432468465296499,-0.5813950893204052,0.23528610743009093,0.2844502559074984,0.04108471692860971,3.6335312769963295,3.3964692629300757,0.08109424306466262,32.26213425856349,6.55842707707302,0.025554241299526437,250.41525268554688,0.0012547373771668,0.10831918867630341,-0.0025011561589850517,0.2547213435173037,392.0,0.8793340030882257,-0.0012546777725219727
gemma,copa,4,0.12121212121212122,0.26771653543307083,1545.288818359375,5442.189453125,10116.587890625,614499.1773753447,0.0011528730392456,0.0148333311080932,0.9985203301766888,0.039806964221711726,0.3908605272681911,0.733506026542513,1.0000777234585856,6.297155382649129,0.997693201602047,0.970564757307816,1.7232374851681786e-06,0.9498403245512137,1.4466270208358765,2.671794414520264,3.9413833618164062,33.93750240872888,1984.0,3696.0,5024.0,31960.941176470587,0.5200189822192784,13.51289970729931,5066.838909736659,150.17119010155992,0.9988459348678588,0.98517245054245,0.0013127214042469,0.9601870403755183,0.9499145150184632,0.0159684388637542,2.4773968702155346e-12,4.863966171558086,44.5583261343149,1311.0332688551682,0.0011554360389710583,-0.003568112850189098,0.001217839243460972,-0.0008605482578278,-0.0007568142414094009,-0.05113488123858667,-0.002883538499558203,0.0011213718160615967,-0.9999999991408484,-1.0981722795046291,-1.33345838693472,-0.1841910060489934,-3.8814841050368187,-7.515015382033148,-0.08013004357072318,16.27486713115991,-15.987267127403584,0.012569810019760874,5028.02978515625,0.0109394788742065,0.30469092368400796,-0.021660681643851376,1.579811215400696,2688.0,10.503634929553145,-0.010932683944702037
gemma,copa,5,0.15151515151515152,0.1417322834645669,677.3925170898438,12724.716796875,19453.29296875,568130.2589811437,0.0002972483634948,0.020384669303894,0.99865210079588,0.03637336282853909,0.1866121600573217,0.8088048978449691,1.0000373648894554,4.359174327926922,0.9994047574127904,0.959666399051006,1.3755610694731282e-06,0.9566564202328713,1.2905209064483645,3.689551591873169,4.914744853973389,33.39768845544142,1312.0,5680.0,7008.0,30677.176470588234,0.7124919280077107,25.985397013066297,9743.5652985449,288.78020848521436,0.9997023344039916,0.979625642299652,0.0011728431563824,0.9636213149094734,0.9544582962989808,0.0153837571144104,2.677737733843688e-17,4.884904366273147,45.54414367675781,1310.154536320613,0.004543781280517578,0.00338834524154652,0.004783358090311163,-0.0005846817493438024,0.0002758665084839976,-0.03661483469564053,-2.477370092838196e-12,0.002883538497080833,-0.9999891913251121,0.0209381947150602,1.1191104742196893,0.0043047574708672265,0.9858175424429092,4.867301647479728,0.02212420501325152,-0.8787325345551835,-17.15359966571509,-0.0006702595238659015,7282.52734375,0.005551338195800802,0.07529887130245616,-0.010898358256809959,1.0177571773529048,1984.0,12.472497305766987,-0.005546808242797963
gemma,copa,6,0.18181818181818182,0.1233595800524934,2194.061767578125,19220.083984375,27302.76953125,539149.9163225959,0.0002566576004028,0.0233231782913208,0.9985566067043692,0.03533802291734468,0.2834859676675752,0.839044057394303,1.0000239464579364,3.587283618241357,0.9994862739576008,0.9539179892380254,1.601039994119128e-06,0.9587167547577006,1.857414484024048,4.470065116882324,5.634443759918213,33.03949747366064,2368.0,6992.0,8320.0,29905.41176470588,0.6081522798383565,36.47114583561167,13675.334295771974,405.31014757275756,0.999743103981018,0.9766872525215148,0.0012653220910578,0.9646568659158862,0.9572389125823976,0.0143491992950439,4.012344493504176e-21,4.754792855336116,46.818819779616135,1333.2034020057092,0.002780616283416748,-0.00176316499710083,0.0029132925914090446,-0.0010345578193664984,-0.00044987607002269607,-0.06725000997301234,-2.6773364993943375e-17,2.477343319473202e-12,-0.9998501591682115,-0.13011151093703077,-0.15104970565209097,-0.026635426444652666,1.2746761028583222,0.288858560415413,0.027987705991469047,23.04886568509619,23.927598219651372,0.017592478632196817,6495.3671875,0.0029385089874267994,0.03023915954933387,-0.005748409812980637,0.7805135250091553,1312.0,10.485748822545375,-0.002938389778137207
gemma,copa,7,0.21212121212121213,0.02362204724409451,3848.15380859375,34358.56640625,44894.0703125,490266.0628949334,0.0002030730247497,0.0267592668533325,0.9986038922797889,0.03468071572783891,0.2927772088937296,0.8748398675742852,1.0000127532045364,2.6808077682617615,0.9995921074137328,0.9472195684580242,1.4772417291765514e-06,0.9600411449147105,2.317986965179444,5.689864158630371,6.788762092590332,32.46829464155085,3136.0,9360.0,10688.0,28651.764705882353,0.5991937703851303,59.97041702335586,22486.694121094963,666.461610043586,0.9997960329055786,0.9732520580291748,0.0012154183350503,0.9653144186663934,0.9584845900535583,0.0141232290267944,1.2270734216883496e-24,4.683915881010202,45.88876504164476,1338.944350022536,0.0012456774711607776,-0.0015349388122559704,0.0013013234781693583,-0.00022597026824950142,0.000808587551116997,-0.015747935728201212,-4.011117420082487e-21,2.6769353876523294e-17,-0.9996941754568495,-0.07087697432591344,0.05923453661111733,-0.014906427363364783,-0.9300547379713748,-2.204730840829697,-0.019864976143125657,5.740948016826678,-17.30791766826951,0.004306130638573213,15138.482421875,0.003436088562011698,0.035795810179982235,-0.0066984207800011575,1.2197990417480469,2368.0,23.499271187744185,-0.003435194492339977
gemma,copa,8,0.24242424242424243,0.06299212598425202,3106.29296875,61145.5078125,74925.203125,432274.4212287454,8.922815322875977e-05,0.0300574898719787,0.999453659169376,0.03448407951851974,0.2036160126066313,0.903384820719218,1.0000104359651971,1.9688981009578006,0.9998184524926366,0.9408139108800562,1.3012711092246304e-07,0.9604976397844792,2.183253765106201,7.3784027099609375,8.380491256713867,31.87405952986549,2816.0,12496.0,13824.0,27176.0,0.6908962649910058,100.08518110061328,37528.25084720323,1112.2639169215838,0.9999092221260072,0.9699556231498718,0.000360731355613,0.9655105981193415,0.962229549884796,0.0145077619552612,0.0071769375686872,4.743671784034143,45.356990374051605,1350.4205791766826,0.003744959831237682,0.0024992823600769043,0.003907167491371322,0.0003845329284667999,0.0006105031967163013,0.02722698383898403,0.0071769375686872,0.0071769375686872,5.848824888418118e+21,0.05975590302394096,0.1306328773498544,0.012757680654814196,-0.5317746675931545,0.39828007037822033,-0.011588341222749432,11.476229154146722,5.735281137320044,0.008571102416581766,26786.94140625,0.003298223018646202,0.028544953144932772,-0.006405657577968071,1.6885385513305664,3136.0,40.114764077257426,-0.0032964348793029785
gemma,copa,9,0.2727272727272727,-0.013123359580052505,6564.9169921875,91753.171875,108446.921875,386751.6585477941,7.414817810058594e-05,0.0320931077003479,1.0002765607787296,0.0345418942674501,0.246042670397725,0.9198275464931022,1.0000103154668456,1.5672677535545478,0.9998481331314366,0.9368689059314796,2.149030835593447e-07,0.9604419348033438,3.446467161178589,8.675603866577148,9.63361930847168,31.374500295695135,4096.0,15312.0,16640.0,26016.470588235294,0.6444722684855677,144.86281974894638,54318.213527600165,1609.8855548684332,0.9999240636825562,0.9679198861122132,-0.0004635764053091,0.965452733247623,0.962479531764984,0.0141057071685791,2.9823471843040508e-21,4.5058472615021925,47.52671813964844,1344.3387216421274,0.0002499818801879883,-0.0034949779510496937,0.00025979443285439885,-0.0004020547866820986,-0.0007865877151488985,-0.027713081309298282,-0.0071769375686872,-0.0143538751373744,-1.0,-0.23782452253195085,-0.2975804255558918,-0.0501351133382375,2.169727765596832,2.7015024331899866,0.047836678485575046,-6.0818575345551835,-17.558086688701906,-0.004503676579235116,30607.6640625,0.0020356178283691996,0.01644272577388417,-0.003945004948576525,1.297201156616211,2816.0,44.777638648333095,-0.0020357370376585804
gemma,copa,10,0.30303030303030304,0.005249343832021002,7851.4560546875,147335.4375,168271.1875,331550.2198414522,4.309415817260742e-05,0.0339159369468688,0.9990418156958184,0.034544293205459174,0.2160088536514385,0.9357284039562246,1.0000027290069244,1.1888785533054091,0.9999102374193888,0.93334444462673,5.921160659968205e-07,0.9603757886073815,3.815042972564697,11.257238388061523,12.153913497924805,30.85901458824382,4480.0,19408.0,20736.0,24570.823529411766,0.6765559903735244,224.77742927458416,84283.24411109435,2497.9904234692067,0.999955117702484,0.9660975337028505,0.0007694907835684,0.9654501727628111,0.9617001414299012,0.0138283467292785,0.0008876980910863,4.311910675122188,45.34392723670373,1349.111088679387,-0.0007793903350827858,-0.001029372215270774,-0.0008097734126911726,-0.00027736043930060017,0.0001246943473814984,-0.01966299427500018,0.0008876980910863,0.0080646356597735,2.9765082206331046e+17,-0.19393658638000488,0.04388793615194597,-0.043041091968871736,-2.18279090294471,-4.352518668541542,-0.04592765897554685,4.772367037259528,10.854224571814711,0.0035499736490740563,55582.265625,0.001822829246520899,0.01590085746312242,-0.003524461304749593,2.581634521484375,4096.0,79.91460952563779,-0.001822352409362793
gemma,copa,11,0.3333333333333333,-0.02624671916010501,5028.28125,223136.65625,248715.03125,286219.7299230239,2.4497509002685547e-05,0.0352092981338501,0.9989232834195718,0.03463844813557119,0.1421868643249101,0.9471848243593568,1.0000008514369072,0.9261401165868147,0.9999489790748726,0.9308451360735184,7.911224781874225e-07,0.9601897754094535,3.348233461380005,13.613183975219728,14.487957954406738,30.36658506533679,3584.0,23888.0,25216.0,23253.176470588234,0.766802995574848,332.2377341607519,124576.89431522365,3692.215365782312,0.999974489212036,0.964803159236908,0.0008894506609067,0.9653561036479111,0.9614575505256652,0.0138203506469726,1.5318160759152931e-40,4.3904218306908245,45.37724964435284,1333.89350773738,-0.0002425909042360619,0.0005367994308467239,-0.00025225212494550675,-7.99608230589964e-06,0.00026936435699470053,-0.000578238488117333,-0.0008876980910863,-0.0017753961821726,-1.0,0.07851115556863686,0.27244774194864174,0.01820797356067949,0.03332240764910921,2.216113310593819,0.0007348813761798301,-15.217580942006862,-19.98994797926639,-0.011279709335799026,75801.21875,0.0012933611869812983,0.011456420403132217,-0.0024993085532116766,2.355945587158205,4480.0,107.46030488616776,-0.0012943744659424938
gemma,copa,12,0.36363636363636365,0.015748031496063006,4682.1044921875,295060.8125,324352.34375,261232.40978285845,2.312660217285156e-05,0.035973310470581,0.9985268567688764,0.034689427750623364,0.1201467650669662,0.9537772883157172,0.9999993899798976,0.7821305040371076,0.99995219764617,0.9293722812131476,1.6536268662470816e-06,0.9600714877107731,3.441251754760742,15.271074295043944,16.115299224853516,30.003928752506482,3456.0,27472.0,28800.0,22409.882352941175,0.797303888996857,433.2765209291896,162462.7121100797,4815.0768673176135,0.9999760985374452,0.9640395641326904,0.0012859342386946,0.9653057831113555,0.9641938209533693,0.0137453823089599,1.856936896447468e-14,4.513505761439983,47.35610771179199,1346.618919959435,0.0027362704277040795,0.0029788613319401414,0.0028459607251594132,-7.496833801270107e-05,-6.697225570680143e-05,-0.005424488851816789,1.856936896447468e-14,0.0008876980911048693,1.2122453378339879e+26,0.12308393074915891,0.04457277518052205,0.028034648035127896,1.9788580674391554,1.9455356597900462,0.04360903498886737,12.725412222054956,27.942993164061818,0.009540051097212787,71924.15625,0.0007640123367309015,0.006592463956360373,-0.0014728548603707425,1.6578903198242152,3584.0,101.03878676843766,-0.0007635951042175293
gemma,copa,13,0.3939393939393939,-0.03149606299212601,2578.51708984375,373940.40625,406809.5625,246648.2053940717,1.919269561767578e-05,0.0366831421852111,0.9986555201467128,0.034781234003329504,0.0796139890207924,0.9587499679232224,0.999999455300476,0.6799479313299203,0.9999576811499402,0.9280018766050128,1.341804730865088e-06,0.9599002228026983,3.436519145965576,17.22123908996582,18.061901092529297,29.840638371074903,2560.0,30928.0,32256.0,21800.0,0.8583934734715523,543.4270758096059,203765.10682079432,6039.199022816484,0.9999788403511048,0.9633285403251648,0.0011583629529923,0.9652135829811039,0.9658244848251344,0.0131392111778259,6.306887791112703e-05,4.1939752743794365,47.81866807204027,1361.15134371244,0.0016306638717651367,-0.0011056065559389427,0.0016912199978140752,-0.0006061711311340003,-0.0005312027931212993,-0.04409998336233023,6.306887789255765e-05,6.306887787398828e-05,3396393168.406294,-0.3195304870605469,-0.4426144178097058,-0.07079430135890741,0.4625603602482755,-1.5162977071908799,0.009767702258458577,14.532423753004878,1.8070115309499215,0.01079178640490408,78879.59375,0.0007098317146300992,0.004972679607505248,-0.0013704046081348675,1.9501647949218768,3456.0,110.15055488041628,-0.0007110238075256348
gemma,copa,14,0.42424242424242425,0.02887139107611551,952.0162353515624,438392.09375,473915.5,241845.07489731733,2.753734588623047e-05,0.036985158920288,0.998017176054418,0.03479424948968428,0.0448199393742409,0.9617895897390244,0.999997869199554,0.6217344381716383,0.9999407538606456,0.9274169854944924,3.2339036672374627e-06,0.9598378087602785,4.244571685791016,18.78706932067871,19.605154037475582,29.79490426007439,1536.0,33488.0,34816.0,21498.823529411766,0.9172679195371436,633.0745661565358,237379.60867376844,7035.467078276445,0.9999703764915466,0.963024914264679,0.0017983057769015,0.9651999045197632,0.9656320810317992,0.0120232620239257,0.0001342773437545,4.117701750535232,47.04927121675932,1363.791006234976,-0.00019240379333518298,-0.0018230676651003197,-0.00019921196486338832,-0.0011159491539001996,-0.0005097780227661993,-0.08493273597607642,7.120846584337296e-05,8.13958795081531e-06,1.1290587085395076,-0.07627352384420494,0.24325696321634194,-0.018186450528249853,-0.7693968552809451,-1.2319572155292207,-0.016089884689423517,2.6396625225361277,-11.89276123046875,0.001939286571423171,64451.6875,0.0003020167350769043,0.003039621815801974,-0.0005848911105204024,1.5658302307128906,2560.0,89.64749034692989,-0.00030362606048583984
gemma,copa,15,0.45454545454545453,0.07611548556430453,767.7933349609375,479553.5,516655.25,241305.29734892002,0.0001101493835449,0.0374147295951843,0.9955099932849408,0.03472069289316145,0.038549549863306,0.9634187274435968,0.99999323328837,0.5930677799466614,0.9997760182882908,0.9265907135034156,1.854022606108071e-05,0.9598419211564057,6.317288875579834,21.30569267272949,22.08186149597168,30.237374053281897,1280.0,35024.0,36352.0,21408.470588235294,0.932775576924312,690.1741058119487,258789.82968634783,7670.02413190963,0.999888002872467,0.9625958204269408,0.0043058362789452,0.9652738079346497,0.967501938343048,0.0112958731651306,5.2822126213598955e-30,4.503453502288232,46.22072894756611,1356.8895075871394,0.0018698573112487793,0.0020622611045839623,0.0019364076111170192,-0.0007273888587951,0.0003885602951050997,-0.06049846184401808,-0.0001342773437545,-0.00020548580959787294,-1.0,0.38575175175300025,0.4620252755972052,0.09368132398196627,-0.828542269193214,-0.05914541391226891,-0.01761009783501344,-6.901498647836661,-9.541161170372789,-0.005060525121726389,41161.40625,0.00042957067489629575,0.0016291377045724031,-0.0008262719910767657,2.5186233520507777,1536.0,57.09953965541297,-0.00042909383773814813
