Model,Task,Layer,Relative_Depth,Accuracy_Drop,M1_MSE_next,M1_MSE_start,M1_MSE_end,M1_MSE_mean,M2_Cosine_next,M2_Cosine_start,M2_Cosine_end,M2_Cosine_mean,M3_Residual_next,M3_Residual_start,M3_Residual_end,M3_Residual_mean,M4_CKA_next,M4_CKA_start,M4_CKA_end,M4_CKA_mean,M5_L1_next,M5_L1_start,M5_L1_end,M5_L1_mean,M6_L_Inf_next,M6_L_Inf_start,M6_L_Inf_end,M6_L_Inf_mean,M7_Var_Ratio_next,M7_Var_Ratio_start,M7_Var_Ratio_end,M7_Var_Ratio_mean,M8_Pearson_next,M8_Pearson_start,M8_Pearson_end,M8_Pearson_mean,M11_SVD_Ent,M12_KL_Noise,M13_LogitLens,M14_Spectral_Norm,M15_Frobenius_Norm,M16_Effective_Rank,M11_SVD_Ent_delta1,M11_SVD_Ent_delta2,M11_SVD_Ent_rel_change,M12_KL_Noise_delta1,M12_KL_Noise_delta2,M12_KL_Noise_rel_change,M13_LogitLens_delta1,M13_LogitLens_delta2,M13_LogitLens_rel_change,M14_Spectral_Norm_delta1,M14_Spectral_Norm_delta2,M14_Spectral_Norm_rel_change,M15_Frobenius_Norm_delta1,M15_Frobenius_Norm_delta2,M15_Frobenius_Norm_rel_change,M16_Effective_Rank_delta1,M16_Effective_Rank_delta2,M16_Effective_Rank_rel_change,M1_MSE_start_delta1,M2_Cosine_start_delta1,M3_Residual_start_delta1,M4_CKA_start_delta1,M5_L1_start_delta1,M6_L_Inf_start_delta1,M7_Var_Ratio_start_delta1,M8_Pearson_start_delta1
gemma,csqa,17,0.5151515151515151,0.40048543689320387,3592.707,333562.44,386895.38,137641.61966857142,0.00087195635,0.99905366,0.027676225,0.07636285462571428,0.10378207,0.9999998,1.0769814,0.538871744857143,0.9991278,0.0005025598,0.97231793,0.923629137414286,51075.543,97913.97,549571.25,155659.16397142858,2730.666,29159.955,28348.38,14713.843157142857,1.1971377,3.0888423e-06,4.094444,0.9572167434567801,0.9991278,0.0005025598,0.97231793,0.923629137414286,0.967424750328064,10.182355499267578,4.2831149130506674e-05,4.469821975781367,45.79568554804875,1346.831082857572,-0.00028389692306518555,-0.0004906058311463513,-0.00029337024513687027,0.15429883003234757,0.6490316867828358,0.01538671301147665,-2.5239490241801737e-06,-2.0533978977255156e-05,-0.055648628861347915,0.3523366818061229,0.7383048901191103,0.08557084158179418,-1.350079609797561,-2.2751158200777652,-0.028636285894977576,-18.873201810396722,-27.687978891226066,-0.013819391227131717,61887.0,0.0009048600000000073,1.6999999999933735e-06,-0.0009087160999999999,15518.986000000004,2835.1850000000013,-7.035949000000001e-07,-0.0009087160999999999
gemma,csqa,18,0.5454545454545454,0.027912621359223285,821.10156,399318.25,328820.6,154751.33731885714,0.0008907318,0.9966345,0.02750063,0.07645896728142856,0.0453458,0.999996,0.9074404,0.5130356098857143,0.9991091,0.0029211317,0.97249323,0.9235330761742858,52325.24,113315.26,545275.75,160749.1401142857,476.46094,31890.621,25617.715,15070.719179714284,1.0317047,2.5801896e-06,3.4201944,0.7995878438938457,0.9991091,0.0029211317,0.97249323,0.9235330761742858,0.9673370122909546,8.407891869544983,0.0002621389990963,4.014684319496155,46.06702657846304,1380.9010009765625,-8.7738037109375e-05,0.00019615888595581055,-9.069236349346088e-05,-1.7744636297225949,-1.9287624597549424,-0.1742684813794051,0.00021930784996579335,0.00022183179898997352,5.120288724861467,-0.4551376562852125,-0.8074743380913354,-0.10182456007224994,0.27134103041429114,1.621420640211852,0.005925034796773643,34.06991811899047,52.943119929387194,0.02529635568456312,65755.81,-0.0024191599999999758,-3.7999999999982492e-06,0.0024185719,15401.289999999994,2730.6659999999974,-5.086527000000003e-07,0.0024185719
gemma,csqa,19,0.5757575757575758,0.019417475728155335,996.1299,411965.3,318493.1,158441.85728457145,0.0012011528,0.9946742,0.027232826,0.07661573810259172,0.049172755,0.99999267,0.8792585,0.5098774366,0.9987981,0.004896397,0.9727645,0.9233759866,60553.734,127274.17,541560.1,166208.72868571428,126.06163,32367.082,25141.254,15212.683525714288,1.0058914,2.5008997e-06,3.3150907,0.7750162324775915,0.9987981,0.004896397,0.9727645,0.9233759866,0.967362940311432,7.003070521354675,0.0010648442854289,4.084485860971304,45.26090753995455,1371.177499624399,2.5928020477405944e-05,0.00011366605758678094,2.680350296535572e-05,-1.4048213481903078,0.36964228153228706,-0.16708366020724452,0.0008027052863326,0.0005833974363668067,3.062136077042532,0.06980154147514916,0.5249391977603617,0.01738655792590671,-0.8061190385084913,-1.0774600689227825,-0.0174988293879893,-9.723501352163566,-43.79341947115404,-0.007041418135903421,12647.049999999988,-0.001960300000000026,-3.3299999999680807e-06,0.0019752653000000005,13958.910000000003,476.46099999999933,-7.928990000000002e-08,0.0019752653000000005
gemma,csqa,20,0.6060606060606061,-0.0012135922330096364,1543.6324,414382.03,316616.97,159222.9201542857,0.0018534064,0.9928789,0.027221978,0.07700581691116315,0.061033346,0.9999901,0.8741025,0.5095080614857143,0.9981473,0.006703455,0.9727783,0.9229860480285714,75646.805,143335.7,539261.8,173925.2796857143,171.76501,32424.637,25083.7,15233.678972571426,1.0054581,2.4862518e-06,3.2956743,0.7704769818540514,0.9981473,0.006703455,0.9727783,0.9229860480285714,0.9671198725700378,5.711565279960633,0.0040813502622768,4.287423253059387,46.958131496722885,1376.1985426682693,-0.000243067741394154,-0.00026899576187155994,-0.00025126840326950006,-1.2915052413940424,0.11331610679626536,-0.18441985375640824,0.0030165059768479004,0.0022138006905153005,2.8328141664702704,0.20293739208808326,0.1331358506129341,0.049684929510277254,1.6972239567683332,2.5033429952768245,0.037498672673986766,5.02104304387035,14.744544396033916,0.0036618476056131666,2416.7300000000396,-0.0017952999999999442,-2.5700000000350443e-06,0.0018070579999999994,16061.530000000013,57.55500000000029,-1.4647899999999942e-08,0.0018070579999999994
gemma,csqa,21,0.6363636363636364,0.025485436893203848,2477.587,416673.94,314670.06,159953.88814857142,0.0019953847,0.9922341,0.02709204,0.07738567033142858,0.07711015,0.999989,0.8690102,0.5096819693428571,0.9980089,0.00730808,0.9728992,0.9226064644857143,81302.36,166186.12,532771.75,184971.54514285715,1350.3438,32461.746,25046.59,15251.855052571427,1.0864742,2.4727553e-06,3.2777839,0.7662944929912943,0.9980089,0.00730808,0.9728992,0.9226064644857143,0.9650747179985046,3.2303192257881164,0.0596874969312921,4.564549051798307,48.02866114102877,1380.1998760516826,-0.002045154571533203,-0.0018020868301390491,-0.0021146857070555303,-2.4812460541725163,-1.1897408127784739,-0.43442487874175506,0.0556061466690153,0.0525896406921674,13.62444855149363,0.2771257987389202,0.07418840665083692,0.06463691181904441,1.0705296443058856,-0.6266943124624476,0.02279753495687098,4.001333383413339,-1.0197096604570106,0.002907526246652914,2291.9099999999744,-0.0006448000000000009,-1.09999999997612e-06,0.0006046250000000001,22850.419999999984,37.10900000000038,-1.3496499999999965e-08,0.0006046250000000001
gemma,csqa,22,0.6666666666666666,0.0024271844660194376,3260.224,452650.44,286792.44,171231.53150857144,0.0021370053,0.9913949,0.025953352,0.07714009529999999,0.08486666,0.9999881,0.7959709,0.5067914670285714,0.99786574,0.008214725,0.97405475,0.9228529901142856,83823.82,179495.94,523555.03,190368.9387142857,1922.2031,33812.09,23696.246,15913.972874285713,0.8904956,2.2759448e-06,3.0168998,0.7053038930249943,0.99786574,0.008214725,0.97405475,0.9228529901142856,0.9633802771568298,2.863814514875412,0.0972647559363395,4.304651755553025,47.582287274874176,1375.7579956054688,-0.0016944408416748047,0.00035071372985839844,-0.0017557613002120442,-0.3665047109127042,2.114741343259812,-0.11345773754706434,0.0375772590050474,-0.018028887663967895,0.6295666753843541,-0.25989729624528213,-0.5370230949842023,-0.056938219591021744,-0.4463738661545946,-1.5169035104604802,-0.009293906087531445,-4.441880446213872,-8.443213829627211,-0.0032182878170665674,35976.5,-0.0008392000000000399,-8.999999999703689e-07,0.0009066450000000011,13309.820000000007,1350.3439999999973,-1.9681049999999993e-07,0.0009066450000000011
gemma,csqa,23,0.696969696969697,0.0036407766990292382,2768.2375,403123.53,321990.06,155347.01523714286,0.0029044151,0.9893254,0.02494055,0.07682261128285714,0.08286588,0.99998426,0.8937075,0.5109075081428571,0.9970945,0.010224364,0.97505367,0.9231695470571428,91724.17,175795.56,517920.8,186925.78725714286,1224.4375,31889.887,25618.45,15070.530365714289,0.9301767,2.5558181e-06,3.3878884,0.7920352153259458,0.9970945,0.010224364,0.97505367,0.9231695470571428,0.9609163999557496,2.395015329122544,0.1770266712410375,5.101659756440383,49.558657572819634,1352.1583017202524,-0.0024638772010802112,-0.0007694363594054066,-0.0025575333640333042,-0.4687991857528684,-0.10229447484016418,-0.1636974682954504,0.07976191530469799,0.04218465629965059,0.8200495085486335,0.7970080008873577,1.0569052971326398,0.1851504015067451,1.9763702979454578,2.4227441641000524,0.04153584056454296,-23.59969388521631,-19.15781343900244,-0.01715395728071356,-49526.909999999974,-0.0020694999999999464,-3.840000000088217e-06,0.002009638999999999,-3700.3800000000047,-1922.2029999999977,2.798733000000002e-07,0.002009638999999999
gemma,csqa,24,0.7272727272727273,-0.009708737864077586,1926.1521,374964.56,343170.38,147345.90681142855,0.0023245811,0.9878542,0.023462236,0.07740250417428572,0.07167076,0.99998116,0.9566468,0.5205672137142857,0.99767476,0.011709392,0.9765349,0.9225891010857142,81191.516,196279.4,504796.44,195791.74131428575,546.1738,30665.45,26842.887,14842.885608571429,1.0401888,2.7476694e-06,3.6421988,0.8514889825905543,0.99767476,0.011709392,0.9765349,0.9225891010857142,0.9584898948669434,0.3247579518705606,0.7529502168297768,4.898702768179087,47.48328766456017,1386.4196120042068,-0.0024265050888062634,3.737211227394788e-05,-0.002525198954787311,-2.070257377251983,-1.6014581914991148,-0.86440255812912,0.5759235455887393,0.49616163028404126,3.2533151165937495,-0.20295698826129627,-0.999964989148654,-0.03978254096719824,-2.0753699082594608,-4.051740206204919,-0.041877040458773274,34.261310283954344,57.861004169170656,0.02533823905112742,-28158.97000000003,-0.0014712000000000058,-3.099999999922609e-06,0.001485028000000001,20483.839999999997,-1224.436999999998,1.9185129999999975e-07,0.001485028000000001
gemma,csqa,25,0.7575757575757576,-0.015776699029126096,5485.659,390025.9,328451.34,151591.77080571427,0.003207326,0.98852104,0.022102237,0.0780995725825917,0.118593305,0.9999827,0.9176588,0.5182708768285715,0.99679184,0.011055135,0.9778981,0.9218917387142856,106292.43,217371.12,489529.06,206598.39999999997,2569.959,31211.623,26296.713,14920.910404285716,1.175725,2.6415105e-06,3.5014787,0.8185908105750143,0.99679184,0.011055135,0.9778981,0.9218917387142856,0.9488295912742616,0.1964296931400895,0.8333980724215507,5.333308256589449,48.26291949932392,1375.6556208683894,-0.009660303592681774,-0.00723379850387551,-0.01007867025454956,-0.1283282587304711,1.9419291185215122,-0.3951504743496447,0.08044785559177392,-0.49547568999696534,0.10684352536677899,0.4346054884103623,0.6375624766716586,0.08871848507189806,0.7796318347637481,2.855001743023209,0.016419078650816266,-10.763991135817378,-45.02530141977172,-0.007763876854177565,15061.340000000026,0.0006668399999999464,1.5399999999665681e-06,-0.0006542570000000001,21091.72,546.1729999999989,-1.0615889999999992e-07,-0.0006542570000000001
gemma,csqa,26,0.7878787878787878,-0.007281553398058148,4910.212,458571.5,273824.28,173264.47435714287,0.0033740997,0.98926175,0.020331025,0.07861903753428572,0.103476085,0.999985,0.7727266,0.5113092882857142,0.99662614,0.010306915,0.9796689,0.9213721267142857,115910.46,247650.8,468588.25,224940.1322857143,1871.2539,33781.582,23726.754,15897.411474285716,1.1227393,2.2467077e-06,2.9781442,0.6962434310294485,0.99662614,0.010306915,0.9796689,0.9213721267142857,0.9176338315010072,0.2791424872353673,0.8195833258330822,5.28418153982896,44.54829509441669,1329.3548020582932,-0.031195759773254395,-0.02153545618057262,-0.032878148046962874,0.08271279409527776,0.21104105282574886,0.42108091079839305,-0.013814746588468485,-0.0942626021802424,-0.01657640813630379,-0.04912671676048852,-0.4837322051708508,-0.009211302703118873,-3.7146244049072337,-4.494256239670982,-0.07696642564193135,-46.30081881009619,-35.53682767427881,-0.03365727447169409,68545.59999999998,0.0007407100000000888,2.300000000010627e-06,-0.0007482200000000008,30279.679999999993,2569.9590000000026,-3.948028e-07,-0.0007482200000000008
gemma,csqa,27,0.8181818181818182,0.001213592233009801,6361.3604,514899.34,235652.7,194411.60332571427,0.0041645765,0.9901133,0.019127667,0.08064618915402029,0.11114969,0.999987,0.6765024,0.5163712185714285,0.99583364,0.009413309,0.980865,0.9193457625428573,135796.75,293979.8,442589.78,255385.92228571427,2014.0352,35652.836,21855.5,17005.85051142857,1.1223084,2.0010946e-06,2.6525695,0.6201291777803599,0.99583364,0.009413309,0.980865,0.9193457625428573,0.9731932282447816,0.2437237978447228,0.9024759764317424,6.670810733522687,56.754362378801616,1762.918247767857,0.055559396743774414,0.08675515651702881,0.06054636919052325,-0.035418689390644464,-0.11813148348592223,-0.12688390700187513,0.08289265059866013,0.09670739718712862,0.10113999148823849,1.386629193693727,1.4357559104542155,0.26241134662807397,12.206067284384929,15.920691689292163,0.2739962833261096,433.5634457095639,479.8642645196601,0.32614577014222257,56327.840000000026,0.0008515499999999232,1.999999999946489e-06,-0.0008936059999999999,46329.0,1871.2540000000008,-2.456130999999999e-07,-0.0008936059999999999
gemma,csqa,28,0.8484848484848485,-0.0060679611650485115,17110.582,577895.6,195667.92,219941.37261142855,0.0032112002,0.98694944,0.016180098,0.08179624066285715,0.17206818,0.99998355,0.5818727,0.5233809685714287,0.99678767,0.012558507,0.9838123,0.9181972886571428,136658.42,333645.7,406306.5,282965.6577142857,5643.426,37666.87,19841.465,18329.359319999996,1.320446,1.7830167e-06,2.3634944,0.5525479309758201,0.99678767,0.012558507,0.9838123,0.9181972886571428,0.9755728244781494,0.1778566453023813,0.8883941654115916,5.532748597008841,54.1078142438616,1784.0482177734375,0.002379596233367809,-0.053179800510406605,0.002445142613311857,-0.06586715254234152,-0.030448463151697053,-0.27025326670933336,-0.014081811020150825,-0.09697446161881096,-0.015603530052764714,-1.1380621365138461,-2.524691330207573,-0.17060327177246482,-2.6465481349400193,-14.852615419324948,-0.0466316248480757,21.12997000558039,-412.4334757039835,0.011985791191585049,62996.25999999995,-0.0031638600000000183,-3.449999999904918e-06,0.003145198,39665.90000000002,2014.0339999999997,-2.1807790000000017e-07,0.003145198
gemma,csqa,29,0.8787878787878788,-0.003640776699029074,7641.2437,763063.9,113769.29,303563.4760485714,0.0028293133,0.9881325,0.013035953,0.08115927021973456,0.10006816,0.9999868,0.38612363,0.5435659685714286,0.9971704,0.011388361,0.9869597,0.9188331283142859,136513.02,378722.2,365221.06,315426.4762857143,2640.3008,43310.297,14198.039,22360.37783428571,1.1303809,1.350314e-06,1.7899213,0.41845554162560006,0.9971704,0.011388361,0.9869597,0.9188331283142859,0.9762011170387268,0.1374403501395136,0.8994814261794091,5.211103541510446,55.1888850075858,1701.3266775948662,0.0006282925605773926,-0.0017513036727904163,0.000644024254071951,-0.04041629516286768,0.025450857379473835,-0.227240849472643,0.01108726076781752,0.025169071787968345,0.012480114345056359,-0.3216450554983954,0.8164170810154507,-0.0581347678931744,1.081070763724206,3.7276188986642254,0.019979937811789306,-82.72154017857133,-103.85151018415172,-0.0463673231219115,185168.30000000005,0.0011830600000000135,3.249999999899167e-06,-0.0011701460000000004,45076.5,5643.426999999996,-4.3270269999999995e-07,-0.0011701460000000004
gemma,csqa,30,0.9090909090909091,-0.0048543689320387105,8436.597,862604.6,81825.05,354787.79784857144,0.0036689043,0.98537016,0.011163056,0.08241791869142859,0.09889425,0.9999846,0.30798572,0.5580776974285715,0.9963294,0.014121357,0.9888317,0.9175778104857143,156229.55,421309.22,329672.84,348813.7268571429,1938.3477,45950.598,11557.738,24397.181334285713,1.0939159,1.1945656e-06,1.5834675,0.37018988186938856,0.9963294,0.014121357,0.9888317,0.9175778104857143,0.9714022278785706,0.1134810169693082,0.896008075773716,6.729622568402972,61.23597226824079,1706.8131452287946,-0.00479888916015625,-0.005427181720733643,-0.004915881652249654,-0.02395933317020542,0.016456961992662264,-0.17432532110027854,-0.0034733504056930764,-0.014560611173510596,-0.00386150320017864,1.518519026892526,1.8401640823909213,0.2914006629874757,6.04708726065499,4.966016496930784,0.10957074526553323,5.4864676339284415,88.20800781249977,0.003224817259483981,99540.69999999995,-0.0027623399999999743,-2.19999999995224e-06,0.0027329959999999997,42587.01999999996,2640.3009999999995,-1.5574840000000007e-07,0.0027329959999999997
gemma,csqa,31,0.9393939393939394,0.0036407766990292382,10678.325,943558.7,56549.562,399805.8208,0.00433141,0.98664045,0.007746756,0.08459889198000001,0.106380336,0.9999869,0.2448073,0.5719623407428572,0.99566656,0.012881481,0.9922508,0.9153916960285715,180915.95,469785.44,281371.0,390972.04057142854,2005.4375,47888.945,9619.391,26003.24056,1.0969477,1.0920086e-06,1.447522,0.3384079620669314,0.99566656,0.012881481,0.9922508,0.9153916960285715,0.9661365747451782,0.1003185910405591,0.9047976195812224,6.694862944739206,59.55864007132394,1763.705592564174,-0.005265653133392334,-0.000466763973236084,-0.005420672284118466,-0.013162425928749097,0.010796907241456322,-0.11598790952242677,0.008789543807506406,0.012262894213199482,0.00980967029780011,-0.03475962366376617,-1.553278650556292,-0.00516516688870039,-1.6773321969168506,-7.724419457571841,-0.0273912887276353,56.8924473353793,51.40597970145086,0.033332557517743444,80954.09999999998,0.0012702900000000072,2.300000000010627e-06,-0.0012398759999999991,48476.22000000003,1938.3470000000016,-1.0255699999999996e-07,-0.0012398759999999991
gemma,csqa,32,0.9696969696969697,-0.007281553398058148,32590.416,1035041.7,32590.416,453805.43111428566,0.0040688515,0.9833943,0.0040688515,0.08796014712857143,0.17744309,0.9999838,0.17744309,0.5890745241428571,0.99593085,0.016123509,0.99593085,0.9120297919714285,197747.88,531674.9,197747.88,447563.064857143,7613.953,49894.383,7613.953,27779.485362857144,1.3195908,9.954973e-07,1.3195908,0.30849963167455147,0.99593085,0.016123509,0.99593085,0.9120297919714285,0.9748368859291076,0.0714937523473054,0.9249144405126573,5.380359309060233,52.88388660975865,1773.2186366489957,0.008700311183929332,0.013965964317321666,0.009005260137495696,-0.028824838693253696,-0.0156624127645046,-0.2873329698340732,0.020116820931434853,0.011327277123928448,0.022233503378076724,-1.3145036356789728,-1.2797440120152066,-0.19634511513217823,-6.674753461565295,-4.997421264648445,-0.11207027987160223,9.513044084821786,-47.379403250557516,0.005393782343793063,91483.0,-0.0032461499999999477,-3.1000000000336314e-06,0.003242028000000001,61889.46000000002,2005.438000000002,-9.651129999999996e-08,0.003242028000000001
gemma,csqa,33,1.0,-0.0048543689320387105,0.0,1365969.6,0.0,650175.0116571429,-1.1920929e-07,0.98643464,-1.1920929e-07,0.08677002717973457,0.0,0.9999885,0.0,0.630591688,0.9999997,0.013039041,0.9999997,0.9132261786,0.0,583885.1,0.0,502325.3585714286,0.0,57508.336,0.0,34958.3554,1.0,7.543985e-07,1.0,0.23378432177252856,0.9999997,0.013039041,0.9999997,0.9132261786,0.9691441059112548,0.0242506494483677,0.96579267680645,6.03019574710301,56.40591376168387,1774.219735281808,-0.005692780017852783,-0.014393091201782116,-0.005839725701830667,-0.0472431028989377,-0.018418264205684,-0.6608004384696182,0.040878236293792725,0.02076141536235787,0.04419677594301041,0.6498364380427768,1.9643400737217496,0.1207793756354687,3.522027151925222,10.196780613490517,0.06659924936899975,1.0010986328122726,-8.511945452009513,0.00056456581953368,330927.90000000014,0.0030403399999999747,4.699999999968618e-06,-0.0030844680000000017,52210.19999999995,7613.953000000001,-2.410988e-07,-0.0030844680000000017
gemma,siqa,0,0.0,0.9938837920489296,315.97116,0.0,1306525.4,326945.6560542857,0.9478676,0.0,0.9904835,0.9612895740000001,17.511423,0.0,1126.0474,448.8200319085715,0.05199934,1.0,0.009022349,0.038340624874285724,4416.1353,0.0,599931.1,145559.42038857145,831.3767,0.0,56049.113,22749.173347885713,307.61267,1.0,1267959.5,317329.5119510857,0.05199934,1.0,0.009022349,0.038340624874285724,0.9438139200210572,20.69251699447632,0.0,8.121435220424946,44.91180933438815,1211.4652181772085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma,siqa,1,0.030303030303030304,0.16819571865443422,14.082483,315.97116,1270385.8,312428.99035945715,0.009474456,0.9478676,0.10355818,0.12053877001727556,0.21082889,0.9986523,63.322548,24.787952858,0.99053663,0.05199934,0.8965408,0.8795154580485713,1507.4912,4416.1353,598964.06,144317.19701142857,169.90399,831.3767,55217.734,22020.637759999998,0.6898565,0.0032508415,4121.9355,1031.5879210970427,0.99053663,0.05199934,0.8965408,0.8795154580485713,0.9314452409744264,20.69251747131348,3.018080346679836e-36,5.776016492110032,44.56921694828914,1236.7925602839543,-0.01236867904663086,0.0,-0.013104997483354475,4.76837158203125e-07,0.0,2.3043941865807938e-08,3.018080346679836e-36,0.0,0.0,-2.3454187283149137,0.0,-0.2887936263305184,-0.3425923860990139,0.0,-0.007628113655993252,25.327342106745846,0.0,0.020906371661956413,315.97116,0.9478676,0.9986523,-0.94800066,4416.1353,831.3767,-0.9967491585,-0.94800066
gemma,siqa,2,0.06060606060606061,0.018348623853211024,42.186985,218.1292,1277729.6,315344.14748279995,0.008228421,0.95149606,0.14087719,0.1490435401714286,0.43934864,0.99902636,76.460915,30.026781517142854,0.9917771,0.048473585,0.8593022,0.8510710354971428,2280.3132,4611.7705,599171.6,144343.7921085714,298.29596,661.4727,55387.64,22161.415242285715,1.9938501,0.004712344,5975.062,1495.3659213290857,0.9917771,0.048473585,0.8593022,0.8510710354971428,0.944035530090332,20.69251718521118,2.5398534665887313e-43,5.726852343632625,44.80627896235539,1262.4962674654448,0.01259028911590565,0.02495896816253651,0.013516939656843752,-2.861022991851314e-07,-7.629394573882564e-07,-1.3826364941849079e-08,-3.0180800926944896e-36,-6.036160439374326e-36,-0.9999999158453993,-0.049164148477407466,2.2962545798375062,-0.008511774255590354,0.23706201406625382,0.5796544001652677,0.005318962959149687,25.703707181490472,0.3763650747446263,0.020782553200020093,-97.84196,0.0036284599999999445,0.0003740599999999539,-0.0035257549999999985,195.6351999999997,-169.904,0.0014615025000000001,-0.0035257549999999985
gemma,siqa,3,0.09090909090909091,0.709480122324159,56.04995,435.70947,1264861.5,310226.9548746571,0.009259939,0.9741256,0.11738491,0.1289640565142857,0.3586379,0.99992406,53.875347,21.040120517428573,0.9907464,0.02576504,0.88273513,0.87110578222,4040.1172,5694.6934,598727.8,144066.95267714286,357.64807,959.7687,55089.344,21921.591794285712,1.7494012,0.0023634396,2996.7458,749.9891403747886,0.9907464,0.02576504,0.88273513,0.87110578222,0.9487590789794922,20.692517375946046,1.0986675488859608e-33,5.962138451062716,48.43981023935172,1294.7584017240083,0.004723548889160156,-0.007866740226745494,0.0050035710930373956,1.9073486612342094e-07,4.768371653085524e-07,9.217576701914254e-09,1.0986675486319754e-33,1.1016856287246699e-33,4325712341.616275,0.23528610743009093,0.2844502559074984,0.04108471692860971,3.6335312769963295,3.3964692629300757,0.08109424306466262,32.26213425856349,6.55842707707302,0.025554241299526437,217.58027,0.02262954000000006,0.0008977000000000013,-0.022708545,1082.9229000000005,298.29599999999994,-0.0023489044000000003,-0.022708545
gemma,siqa,4,0.12121212121212122,0.9908256880733944,301.09882,762.0272,1249499.0,304182.66040885716,0.012096882,0.97520673,0.08415413,0.10358456207441842,0.6284445,0.99976426,40.483704,15.724694126571428,0.98792243,0.024602804,0.91591483,0.8964490911028571,4656.5635,7710.446,598254.94,143778.80453142856,794.6719,1317.4167,54731.695,21666.128955428572,2.5497286,0.0013509992,1713.0123,428.71191315614857,0.98792243,0.024602804,0.91591483,0.8964490911028571,0.9499145150184632,20.69251747131348,5.198014397387106e-28,4.863966171558086,44.5583261343149,1311.0332688551682,0.0011554360389710583,-0.003568112850189098,0.001217839243460972,9.536743306171047e-08,-9.536743306171047e-08,4.6087884619794295e-09,5.198003410711617e-28,5.197992424036131e-28,473118.8625696961,-1.0981722795046291,-1.33345838693472,-0.1841910060489934,-3.8814841050368187,-7.515015382033148,-0.08013004357072318,16.27486713115991,-15.987267127403584,0.012569810019760874,326.31773,0.0010811299999999857,-0.00015980000000004324,-0.0011622360000000005,2015.7525999999998,357.648,-0.0010124404,-0.0011622360000000005
gemma,siqa,5,0.15151515151515152,0.37614678899082576,295.52545,1944.3412,1215859.0,291142.84511914285,0.005771935,0.99017686,0.081038654,0.10139319,0.38987747,1.0000392,25.00762,9.617154936857142,0.9942286,0.009485906,0.91895604,0.8985980676685714,5290.118,10295.553,598008.06,143497.46056285716,847.29614,2112.0886,53937.023,21143.915938285714,1.8741604,0.00052986,671.84106,168.1402150044457,0.9942286,0.009485906,0.91895604,0.8985980676685714,0.9544582962989808,20.69253807067871,3.098001698017533e-22,4.884904366273147,45.54414367675781,1310.154536320613,0.004543781280517578,0.00338834524154652,0.004783358090311163,2.0599365232243372e-05,2.050399779918166e-05,9.954982644888588e-07,3.097996500003136e-22,3.0979913019997253e-22,595996.1368249404,0.0209381947150602,1.1191104742196893,0.0043047574708672265,0.9858175424429092,4.867301647479728,0.02212420501325152,-0.8787325345551835,-17.15359966571509,-0.0006702595238659015,1182.314,0.014970130000000026,0.0002749400000000568,-0.015116897999999998,2585.107,794.6719,-0.0008211391999999999,-0.015116897999999998
gemma,siqa,6,0.18181818181818182,0.44954128440366975,207.8372,3644.6714,1180441.8,277750.4820802857,0.0026695728,0.9970885,0.059798777,0.08702753724285715,0.238821,1.0000925,17.99837,6.858832527428571,0.9973306,0.0025225175,0.94018877,0.9129634768548571,6733.01,12821.202,597185.25,143062.22699142856,701.24805,2959.3848,53089.727,20635.538336857142,1.4998716,0.0002827186,358.47574,89.71495325296571,0.9973306,0.0025225175,0.94018877,0.9129634768548571,0.9572389125823976,20.69257526397705,6.515193382593785e-17,4.754792855336116,46.818819779616135,1333.2034020057092,0.002780616283416748,-0.00176316499710083,0.0029132925914090446,3.719329833984375e-05,1.6593933107600378e-05,1.7974256329988947e-06,6.515162402576805e-17,6.515131422611805e-17,210302.09269239503,-0.13011151093703077,-0.15104970565209097,-0.026635426444652666,1.2746761028583222,0.288858560415413,0.027987705991469047,23.04886568509619,23.927598219651372,0.017592478632196817,1700.3302,0.006911639999999997,5.3300000000033876e-05,-0.006963388500000001,2525.6489999999994,847.2961999999998,-0.00024714140000000007,-0.006963388500000001
gemma,siqa,7,0.21212121212121213,0.14373088685015287,325.13385,5466.8564,1151440.0,267080.54342257144,0.0018166304,1.0005118,0.049936593,0.0813742787515613,0.24389689,1.0001012,14.514292,5.499164917142857,0.9981828,-0.00092637306,0.9500492,0.9186177765497143,7643.8125,15533.614,596030.75,142759.7702714286,889.40796,3660.6328,52388.48,20254.86131457143,1.5239913,0.00018849519,239.00429,59.81508713137113,0.9981828,-0.00092637306,0.9500492,0.9186177765497143,0.9584845900535583,20.69249897003174,6.763347443672265e-14,4.683915881010202,45.88876504164476,1338.944350022536,0.0012456774711607776,-0.0015349388122559704,0.0013013234781693583,-7.62939453125e-05,-0.00011348724365234375,-3.6870203122818523e-06,6.756832250289671e-14,6.750317087887094e-14,1037.0885181000854,-0.07087697432591344,0.05923453661111733,-0.014906427363364783,-0.9300547379713748,-2.204730840829697,-0.019864976143125657,5.740948016826678,-17.30791766826951,0.004306130638573213,1822.1849999999995,0.003423299999999907,8.699999999972619e-06,-0.00344889056,2712.4120000000003,701.248,-9.422340999999998e-05,-0.00344889056
